[10:44:49Z] servek q8 K=2 r1 p1: agg=93.4 p50=1.414 err=0 | 54, 2850 MHz, 441.54 W
[10:50:57Z] servek q8 K=3 r3 p2: agg=109.4 p50=1.193 err=0 | 76, 2827 MHz, 498.70 W
[10:51:10Z] servek q8 K=4 r3 p1: agg=111.6 p50=1.189 err=0 | 75, 2820 MHz, 503.95 W
[10:51:15Z] servek q8 K=4 r3 p2: agg=111.6 p50=1.191 err=0 | 76, 2820 MHz, 504.74 W
[10:51:28Z] servek q8 K=5 r3 p1: agg=109.5 p50=1.209 err=0 | 76, 2820 MHz, 504.78 W
[10:51:33Z] servek q8 K=5 r3 p2: agg=109.5 p50=1.210 err=0 | 76, 2812 MHz, 497.70 W
[10:51:46Z] servek q8 K=6 r3 p1: agg=107.3 p50=1.266 err=0 | 76, 2805 MHz, 509.98 W
[10:51:52Z] servek q8 K=6 r3 p2: agg=107.2 p50=1.266 err=0 | 78, 2797 MHz, 505.41 W
[10:52:08Z] servek nv K=3 r3 p1: agg=152.9 p50=0.850 err=0 | 75, 2790 MHz, 487.53 W
[10:52:11Z] servek nv K=3 r3 p2: agg=153.6 p50=0.839 err=0 | 72, 2797 MHz, 489.75 W
[10:52:27Z] servek nv K=4 r3 p1: agg=154.2 p50=0.840 err=0 | 73, 2805 MHz, 472.92 W
[10:52:31Z] servek nv K=4 r3 p2: agg=155.8 p50=0.836 err=0 | 72, 2797 MHz, 465.81 W
[10:52:47Z] servek nv K=5 r3 p1: agg=161.9 p50=0.813 err=0 | 72, 2805 MHz, 473.70 W
[10:52:50Z] servek nv K=5 r3 p2: agg=161.9 p50=0.813 err=0 | 70, 2790 MHz, 480.63 W
[10:53:06Z] servek nv K=6 r3 p1: agg=146.8 p50=0.879 err=0 | 72, 2805 MHz, 479.42 W
[10:53:10Z] servek nv K=6 r3 p2: agg=146.6 p50=0.880 err=0 | 73, 2782 MHz, 482.66 W
[10:53:12Z] SERVEK_DONE: 62, 735 MHz, 104.35 W
