[10:44:49Z] servek q8 K=2 r1 p1: agg=93.4 p50=1.414 err=0 | 54, 2850 MHz, 441.54 W
[10:44:55Z] servek q8 K=2 r1 p2: agg=94.1 p50=1.372 err=0 | 56, 2857 MHz, 123.75 W
[10:45:08Z] servek q8 K=3 r1 p1: agg=108.1 p50=1.221 err=0 | 62, 2850 MHz, 476.19 W
[10:45:13Z] servek q8 K=3 r1 p2: agg=109.6 p50=1.191 err=0 | 65, 2842 MHz, 480.54 W
[10:45:26Z] servek q8 K=4 r1 p1: agg=111.2 p50=1.187 err=0 | 63, 2835 MHz, 471.35 W
[10:45:31Z] servek q8 K=4 r1 p2: agg=111.7 p50=1.190 err=0 | 64, 2835 MHz, 219.11 W
[10:45:45Z] servek q8 K=5 r1 p1: agg=108.6 p50=1.216 err=0 | 66, 2827 MHz, 485.46 W
[10:45:50Z] servek q8 K=5 r1 p2: agg=109.7 p50=1.208 err=0 | 66, 2827 MHz, 480.41 W
[10:46:03Z] servek q8 K=6 r1 p1: agg=107.5 p50=1.264 err=0 | 69, 2827 MHz, 498.46 W
[10:46:08Z] servek q8 K=6 r1 p2: agg=107.5 p50=1.264 err=0 | 68, 2827 MHz, 485.85 W
[10:46:24Z] servek nv K=3 r1 p1: agg=152.2 p50=0.837 err=0 | 65, 2805 MHz, 477.90 W
[10:46:28Z] servek nv K=3 r1 p2: agg=153.9 p50=0.838 err=0 | 67, 2812 MHz, 480.67 W
[10:46:44Z] servek nv K=4 r1 p1: agg=155.2 p50=0.834 err=0 | 69, 2805 MHz, 468.32 W
[10:46:47Z] servek nv K=4 r1 p2: agg=155.9 p50=0.835 err=0 | 67, 2812 MHz, 422.42 W
[10:47:03Z] servek nv K=5 r1 p1: agg=160.7 p50=0.813 err=0 | 70, 2797 MHz, 468.19 W
[10:47:06Z] servek nv K=5 r1 p2: agg=162.1 p50=0.813 err=0 | 68, 2797 MHz, 131.56 W
[10:47:23Z] servek nv K=6 r1 p1: agg=144.1 p50=0.879 err=0 | 69, 2797 MHz, 451.60 W
[10:47:26Z] servek nv K=6 r1 p2: agg=146.9 p50=0.879 err=0 | 71, 2797 MHz, 478.31 W
[10:47:43Z] servek nv K=6 r2 p1: agg=145.9 p50=0.901 err=0 | 66, 2797 MHz, 453.79 W
[10:47:46Z] servek nv K=6 r2 p2: agg=146.9 p50=0.879 err=0 | 71, 2797 MHz, 472.41 W
[10:48:02Z] servek nv K=5 r2 p1: agg=162.0 p50=0.813 err=0 | 69, 2797 MHz, 444.36 W
[10:48:06Z] servek nv K=5 r2 p2: agg=162.1 p50=0.813 err=0 | 71, 2797 MHz, 473.99 W
[10:48:21Z] servek nv K=4 r2 p1: agg=156.1 p50=0.834 err=0 | 69, 2812 MHz, 461.62 W
[10:48:25Z] servek nv K=4 r2 p2: agg=156.0 p50=0.835 err=0 | 71, 2805 MHz, 467.53 W
[10:48:41Z] servek nv K=3 r2 p1: agg=153.9 p50=0.841 err=0 | 66, 2805 MHz, 475.23 W
[10:48:45Z] servek nv K=3 r2 p2: agg=154.0 p50=0.838 err=0 | 67, 2805 MHz, 136.10 W
[10:48:58Z] servek q8 K=6 r2 p1: agg=106.7 p50=1.274 err=0 | 71, 2827 MHz, 505.73 W
[10:49:03Z] servek q8 K=6 r2 p2: agg=107.5 p50=1.264 err=0 | 73, 2827 MHz, 507.50 W
[10:49:16Z] servek q8 K=5 r2 p1: agg=108.7 p50=1.208 err=0 | 72, 2827 MHz, 487.87 W
[10:49:21Z] servek q8 K=5 r2 p2: agg=109.6 p50=1.209 err=0 | 73, 2820 MHz, 494.48 W
[10:49:35Z] servek q8 K=4 r2 p1: agg=111.7 p50=1.188 err=0 | 73, 2835 MHz, 498.29 W
[10:49:40Z] servek q8 K=4 r2 p2: agg=111.6 p50=1.191 err=0 | 74, 2820 MHz, 501.89 W
[10:49:53Z] servek q8 K=3 r2 p1: agg=109.4 p50=1.192 err=0 | 70, 2835 MHz, 502.77 W
[10:49:58Z] servek q8 K=3 r2 p2: agg=109.4 p50=1.193 err=0 | 71, 2827 MHz, 503.97 W
[10:50:12Z] servek q8 K=2 r2 p1: agg=94.0 p50=1.373 err=0 | 73, 2827 MHz, 483.64 W
[10:50:18Z] servek q8 K=2 r2 p2: agg=94.0 p50=1.374 err=0 | 75, 2827 MHz, 489.27 W
[10:50:32Z] servek q8 K=2 r3 p1: agg=94.0 p50=1.373 err=0 | 74, 2827 MHz, 487.84 W
[10:50:38Z] servek q8 K=2 r3 p2: agg=93.9 p50=1.374 err=0 | 75, 2827 MHz, 373.04 W
[10:50:52Z] servek q8 K=3 r3 p1: agg=108.5 p50=1.192 err=0 | 75, 2827 MHz, 495.01 W
