timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 12:51:06.291, 60, 40.75 W, 180 MHz, 7001 MHz, 2 MiB, 0 %
2026/09/25 12:51:06.545, 60, 39.41 W, 180 MHz, 7001 MHz, 38 MiB, 0 %
2026/09/25 12:51:06.796, 60, 39.41 W, 180 MHz, 7001 MHz, 1460 MiB, 0 %
2026/09/25 12:51:07.046, 61, 51.32 W, 2617 MHz, 13365 MHz, 2324 MiB, 12 %
2026/09/25 12:51:07.296, 61, 51.32 W, 2617 MHz, 13365 MHz, 3348 MiB, 12 %
2026/09/25 12:51:07.546, 60, 71.43 W, 2617 MHz, 13365 MHz, 4340 MiB, 12 %
2026/09/25 12:51:07.796, 60, 71.43 W, 2617 MHz, 13365 MHz, 5268 MiB, 12 %
2026/09/25 12:51:08.046, 60, 90.12 W, 2617 MHz, 13365 MHz, 6196 MiB, 10 %
2026/09/25 12:51:08.297, 60, 90.12 W, 2617 MHz, 13365 MHz, 7124 MiB, 10 %
2026/09/25 12:51:08.547, 60, 89.54 W, 2617 MHz, 13365 MHz, 8052 MiB, 10 %
2026/09/25 12:51:08.797, 60, 89.54 W, 2617 MHz, 13365 MHz, 8948 MiB, 10 %
2026/09/25 12:51:09.047, 60, 89.24 W, 2617 MHz, 13365 MHz, 9876 MiB, 10 %
2026/09/25 12:51:09.297, 60, 89.24 W, 2617 MHz, 13365 MHz, 10804 MiB, 10 %
2026/09/25 12:51:09.547, 60, 89.13 W, 2617 MHz, 13365 MHz, 11732 MiB, 10 %
2026/09/25 12:51:09.798, 60, 89.13 W, 2617 MHz, 13365 MHz, 12692 MiB, 10 %
2026/09/25 12:51:10.048, 60, 88.99 W, 2625 MHz, 13365 MHz, 13556 MiB, 10 %
2026/09/25 12:51:10.298, 60, 88.99 W, 2625 MHz, 13365 MHz, 14516 MiB, 10 %
2026/09/25 12:51:10.548, 59, 88.66 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:10.798, 59, 88.66 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:11.048, 59, 86.67 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:11.299, 59, 86.67 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:11.549, 59, 84.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:11.799, 59, 84.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:12.049, 59, 84.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:12.299, 59, 84.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:12.549, 59, 83.16 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:12.799, 59, 83.16 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:13.050, 59, 83.16 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:13.300, 59, 83.16 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:13.550, 58, 82.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:13.800, 58, 82.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:14.050, 58, 82.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:14.300, 58, 82.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:14.550, 58, 82.46 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:14.801, 58, 82.46 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:15.051, 58, 82.46 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:15.301, 58, 82.46 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:15.551, 58, 82.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:15.801, 58, 82.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:16.051, 58, 82.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:16.301, 58, 82.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:16.551, 57, 81.99 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:16.802, 57, 81.99 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:17.052, 57, 81.98 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:17.303, 57, 81.98 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:17.553, 57, 82.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:17.804, 57, 82.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:18.054, 57, 82.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:18.305, 57, 82.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:51:18.555, 57, 82.07 W, 2617 MHz, 13365 MHz, 19572 MiB, 59 %
2026/09/25 12:51:18.805, 57, 82.07 W, 2617 MHz, 13365 MHz, 19572 MiB, 59 %
2026/09/25 12:51:19.055, 70, 251.30 W, 2677 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/25 12:51:19.305, 70, 251.30 W, 2677 MHz, 13365 MHz, 19572 MiB, 100 %
