Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
78.0,1147089292,1600,716930.8,746539.0,148159,1051577,320231.4,"void mul_mat_q_nvfp4_w4a8<(int)128, (int)128, (int)1, (bool)0, (bool)1>(const char *, const char *, const int *, float *, int, int, int, int, int, int, float)"
4.7,69568982,192,362338.4,371326.0,328734,377437,17379.5,gdn_chunk_state_f32
2.1,31292302,192,162980.7,163423.0,156063,168895,2365.3,gdn_chunk_output_f32
2.0,29881348,384,77816.0,77791.0,76256,79008,425.3,qmatvec_nvfp4_dp4a_rp
1.8,26357459,256,102958.8,103759.0,94432,110880,3912.8,silu_mul_f32
1.4,20175448,192,105080.5,105151.5,103615,107871,671.9,ssm_conv1d_gdn_f32
1.3,19693559,384,51285.3,50880.0,50111,52895,760.9,l2_norm_f32
1.3,19170182,1600,11981.4,8367.5,6752,25695,6446.7,"quantize_mmq_q8_1_d4_kernel(const float *, void *, long, long, long, int)"
1.1,16529318,644,25666.6,26192.0,8352,31648,6103.4,rms_norm_f32
1.1,15594930,64,243670.8,243646.5,242974,244415,310.1,fa_prefill_bf16kv_pp
1.0,15116501,192,78731.8,78687.0,78112,80927,327.5,gdn_chunk_attn_f32
1.0,14146730,388,36460.6,36799.0,1920,37664,3528.4,quantize_q8_1
0.9,12507181,192,65141.6,65279.5,61855,66816,838.0,gdn_chunk_solve32_f32
0.6,9305110,512,18174.0,18336.0,15968,21535,1445.6,add_f32
0.6,8776066,192,45708.7,45711.5,44800,46784,365.3,gated_rmsnorm_f32
0.3,4529313,4,1132328.3,1132360.5,1125016,1139576,6001.0,qmatvec_q5_K_mmvq_il
0.3,4423857,64,69122.8,69007.5,68064,70144,567.4,q_gate_split_f32
0.2,2492271,256,9735.4,1984.0,1664,34720,13481.8,sigmoid_f32
0.1,2007413,64,31365.8,31360.0,31007,31872,195.9,mul_f32
0.1,1086009,128,8484.4,8208.0,3712,13984,4614.9,rope_neox_f32
0.0,536190,192,2792.7,2816.0,2496,3104,128.6,gdn_chunk_cumgate_f32
0.0,457536,128,3574.5,3344.0,2848,4544,485.7,f32_to_bf16_bulk
0.0,415578,192,2164.5,2176.0,1920,2528,104.2,gdn_glog_f32
0.0,106240,4,26560.0,26608.0,26336,26688,167.3,embed_gather_u32_t
