2026/08/09 22:12:52.822, 0, P8, 31, 33.04, 180, 0, 97252
2026/08/09 22:12:52.837, 1, P8, 32, 30.49, 180, 0, 97252
2026/08/09 22:12:53.851, 0, P0, 32, 49.64, 2107, 1043, 96210
2026/08/09 22:12:53.851, 1, P0, 33, 60.59, 2325, 1045, 96208
2026/08/09 22:12:54.851, 0, P0, 33, 89.42, 2407, 3385, 93868
2026/08/09 22:12:54.871, 1, P0, 33, 85.44, 2325, 1051, 96202
2026/08/09 22:12:55.871, 0, P0, 33, 90.39, 2407, 8127, 89126
2026/08/09 22:12:55.871, 1, P0, 33, 85.53, 2325, 1057, 96196
2026/08/09 22:12:56.872, 0, P0, 33, 89.42, 2407, 10471, 86782
2026/08/09 22:12:56.872, 1, P0, 33, 85.47, 2325, 1065, 96188
2026/08/09 22:12:57.872, 0, P0, 33, 89.49, 2407, 12845, 84408
2026/08/09 22:12:57.872, 1, P0, 33, 85.51, 2325, 1071, 96182
2026/08/09 22:12:58.872, 0, P0, 33, 90.33, 2407, 17587, 79666
2026/08/09 22:12:58.872, 1, P0, 33, 85.48, 2325, 1077, 96176
2026/08/09 22:12:59.872, 0, P0, 33, 89.48, 2407, 19929, 77324
2026/08/09 22:12:59.916, 1, P0, 33, 85.38, 2325, 1083, 96170
2026/08/09 22:13:00.916, 0, P0, 33, 90.45, 2407, 24673, 72580
2026/08/09 22:13:00.916, 1, P0, 33, 85.39, 2325, 1089, 96164
2026/08/09 22:13:01.916, 0, P0, 33, 89.51, 2407, 27015, 70238
2026/08/09 22:13:01.916, 1, P0, 33, 85.27, 2325, 1097, 96156
2026/08/09 22:13:02.916, 0, P0, 33, 89.42, 2407, 29389, 67864
2026/08/09 22:13:02.916, 1, P0, 33, 85.38, 2325, 1103, 96150
2026/08/09 22:13:03.917, 0, P0, 33, 90.37, 2407, 34099, 63154
2026/08/09 22:13:03.917, 1, P0, 33, 85.35, 2325, 1109, 96144
2026/08/09 22:13:04.917, 0, P0, 32, 89.31, 2407, 36473, 60780
2026/08/09 22:13:04.935, 1, P0, 33, 85.34, 2325, 1115, 96138
2026/08/09 22:13:05.935, 0, P0, 33, 90.11, 2407, 41215, 56038
2026/08/09 22:13:05.935, 1, P0, 33, 85.32, 2325, 1121, 96132
2026/08/09 22:13:06.935, 0, P0, 33, 89.93, 2407, 43559, 53694
2026/08/09 22:13:06.935, 1, P0, 33, 85.35, 2325, 1129, 96124
2026/08/09 22:13:07.935, 0, P0, 32, 89.40, 2407, 45901, 51352
2026/08/09 22:13:07.935, 1, P0, 33, 85.37, 2325, 1199, 96054
2026/08/09 22:13:08.935, 0, P0, 33, 88.50, 2407, 45907, 51346
2026/08/09 22:13:08.935, 1, P0, 33, 87.06, 2325, 5909, 91344
2026/08/09 22:13:09.935, 0, P0, 32, 88.44, 2407, 45913, 51340
2026/08/09 22:13:09.990, 1, P0, 33, 86.07, 2325, 8283, 88970
2026/08/09 22:13:10.990, 0, P0, 32, 88.46, 2407, 45919, 51334
2026/08/09 22:13:10.990, 1, P0, 33, 87.01, 2325, 13025, 84228
