timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 16:19:19.985, 30, 10.01 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/26 16:19:20.239, 30, 11.24 W, 180 MHz, 405 MHz, 28 MiB, 0 %
2026/09/26 16:19:20.489, 30, 11.24 W, 180 MHz, 405 MHz, 1460 MiB, 0 %
2026/09/26 16:19:20.739, 31, 29.28 W, 2625 MHz, 13365 MHz, 2420 MiB, 16 %
2026/09/26 16:19:20.989, 31, 29.28 W, 2625 MHz, 13365 MHz, 3508 MiB, 16 %
2026/09/26 16:19:21.239, 31, 80.01 W, 2625 MHz, 13365 MHz, 4564 MiB, 16 %
2026/09/26 16:19:21.489, 31, 80.01 W, 2625 MHz, 13365 MHz, 5684 MiB, 16 %
2026/09/26 16:19:21.739, 31, 80.04 W, 2625 MHz, 13365 MHz, 6772 MiB, 15 %
2026/09/26 16:19:21.989, 31, 80.04 W, 2625 MHz, 13365 MHz, 7828 MiB, 15 %
2026/09/26 16:19:22.240, 31, 79.83 W, 2625 MHz, 13365 MHz, 8916 MiB, 16 %
2026/09/26 16:19:22.490, 31, 79.83 W, 2625 MHz, 13365 MHz, 9972 MiB, 16 %
2026/09/26 16:19:22.740, 31, 79.78 W, 2625 MHz, 13365 MHz, 11060 MiB, 17 %
2026/09/26 16:19:22.990, 31, 79.78 W, 2625 MHz, 13365 MHz, 12116 MiB, 17 %
2026/09/26 16:19:23.240, 31, 79.81 W, 2625 MHz, 13365 MHz, 13204 MiB, 16 %
2026/09/26 16:19:23.490, 31, 79.81 W, 2625 MHz, 13365 MHz, 14260 MiB, 16 %
2026/09/26 16:19:23.740, 31, 79.55 W, 2625 MHz, 13365 MHz, 14740 MiB, 2 %
2026/09/26 16:19:23.990, 31, 79.55 W, 2625 MHz, 13365 MHz, 14740 MiB, 2 %
2026/09/26 16:19:24.240, 31, 78.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:24.490, 31, 78.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:24.740, 31, 77.35 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:24.990, 31, 77.35 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:25.240, 31, 77.35 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:25.491, 31, 77.35 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:25.741, 32, 76.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:25.991, 32, 76.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:26.241, 32, 76.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:26.491, 32, 76.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:26.741, 32, 76.74 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:19:26.991, 32, 76.74 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
