Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
21.7,678813,44,15427.6,15008.0,14688,25888,2087.5,dsv4_hc_sinkhorn_m_kernel
13.5,422586,342,1235.6,1216.0,1183,2432,76.3,qmatvec_expert_q8
7.2,225791,80,2822.4,2784.0,2592,4704,259.5,void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x5_tn_align1>(T1::Params)
5.8,181183,136,1332.2,1312.0,1248,2432,137.3,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)5, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
5.3,165311,152,1087.6,1088.0,1024,1856,65.8,quantize_q8_1
5.2,162208,136,1192.7,1184.0,1088,2176,141.4,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, float, float, float, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
4.4,138687,22,6304.0,1600.0,1152,28991,8083.6,memra_kda_scan_s128
4.2,131103,139,943.2,928.0,896,992,21.9,swiglu_preclamped_mul_scaled_f32
3.2,100800,114,884.2,896.0,864,1056,23.8,axpy_f32
3.1,96224,51,1886.7,1696.0,1504,3040,495.6,"void gemmSN_TN_kernel<float, (int)128, (int)16, (int)2, (int)4, (int)8, (int)9, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
3.1,96158,44,2185.4,2112.0,2080,3712,324.3,dsv4_rowsq_scale_kernel
2.5,79647,55,1448.1,1440.0,1376,2208,114.4,rms_norm_f32_v2
1.7,54080,42,1287.6,1280.0,1152,1376,53.7,memra_kda_conv_ring_roll_f32
1.6,49888,37,1348.3,1344.0,1280,1504,50.7,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
1.6,49600,44,1127.3,1120.0,1088,1248,39.0,dsv4_hc_post_kernel
1.5,47552,44,1080.7,1088.0,1056,1120,15.2,l2_norm_f32
1.4,43008,20,2150.4,2080.0,2048,3488,315.4,"void gemv2T_kernel_val<int, int, float, float, float, float, (int)128, (int)16, (int)2, (int)2, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)"
1.4,42623,42,1014.8,992.0,960,1120,42.0,memra_kda_conv_silu_f32
1.3,41114,44,934.4,928.0,895,1440,87.7,dsv4_hc_collapse_kernel
1.3,39520,24,1646.7,1408.0,1376,4128,616.2,"void gemmSN_TN_kernel<float, (int)128, (int)16, (int)2, (int)4, (int)2, (int)2, (bool)1, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
1.1,33087,24,1378.6,1376.0,1344,1440,24.8,memra_kda_conv_silu_decode_f32
1.0,32640,11,2967.3,3008.0,2848,3072,82.3,moe_router_sigmoid_topk_f32
0.9,29152,9,3239.1,3392.0,2784,3520,313.9,"void moe_kq_sktail_kernel<(int)7>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
0.9,28096,22,1277.1,1280.0,1248,1312,16.8,memra_kda_gated_rmsnorm_f32
0.7,21280,22,967.3,960.0,928,992,19.6,sigmoid_f32
0.7,21183,22,962.9,960.0,928,992,13.7,memra_kda_gate_f32
0.6,19072,16,1192.0,1184.0,1184,1216,14.3,"void dot_kernel<float, (int)128, (int)0, cublasDotParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>>(T4)"
0.6,18464,16,1154.0,1152.0,1152,1184,8.0,"void reduce_1Block_kernel<float, (int)128, (int)7, cublasGemvTensorStridedBatched<float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(const T1 *, T1, T4, int, const T1 *, T1, T5, T6, cublasPointerMode_t, cublasLtEpilogue_t, cublasGemvTensorStridedBatched<const biasType<T6::value_type, T1>::type>)"
0.5,15104,5,3020.8,3008.0,3008,3040,17.5,router_gemv_f32_w8_batch
0.4,11232,11,1021.1,1024.0,992,1056,17.3,dsv4_hc_mean_kernel
0.3,10848,11,986.2,960.0,928,1056,51.2,add_scaled_rows_f32
0.3,10496,11,954.2,896.0,864,1536,194.6,dsv4_hc_expand_kernel
0.3,8735,6,1455.8,1328.0,1152,2144,363.7,"gather_act_f16_kernel(const float *, const int *, __half *, float *, int, int)"
0.2,7776,7,1110.9,1088.0,1024,1312,93.7,embed_gather_u32_t
0.2,6272,6,1045.3,1056.0,1024,1056,16.5,router_gemv_f32_w8
0.2,5824,6,970.7,960.0,960,992,16.5,scale_rows_f32
0.1,4256,3,1418.7,1408.0,1376,1472,48.9,moe_pairs_scatter
0.1,2560,3,853.3,864.0,832,864,18.5,rows_permute_f32
