timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 15:12:12.187, 60, 19.27 W, 180 MHz, 810 MHz, 2 MiB, 0 %
2026/09/26 15:12:12.440, 60, 19.27 W, 180 MHz, 810 MHz, 38 MiB, 0 %
2026/09/26 15:12:12.690, 60, 23.24 W, 180 MHz, 810 MHz, 1460 MiB, 0 %
2026/09/26 15:12:12.940, 60, 23.24 W, 180 MHz, 810 MHz, 2388 MiB, 0 %
2026/09/26 15:12:13.190, 61, 55.35 W, 2617 MHz, 13365 MHz, 3444 MiB, 15 %
2026/09/26 15:12:13.441, 61, 55.35 W, 2617 MHz, 13365 MHz, 4500 MiB, 15 %
2026/09/26 15:12:13.691, 61, 92.00 W, 2625 MHz, 13365 MHz, 5588 MiB, 15 %
2026/09/26 15:12:13.941, 61, 92.00 W, 2625 MHz, 13365 MHz, 6676 MiB, 15 %
2026/09/26 15:12:14.191, 60, 91.70 W, 2625 MHz, 13365 MHz, 7700 MiB, 16 %
2026/09/26 15:12:14.441, 60, 91.70 W, 2625 MHz, 13365 MHz, 8756 MiB, 16 %
2026/09/26 15:12:14.691, 60, 91.62 W, 2625 MHz, 13365 MHz, 9844 MiB, 15 %
2026/09/26 15:12:14.941, 60, 91.62 W, 2625 MHz, 13365 MHz, 10900 MiB, 15 %
2026/09/26 15:12:15.191, 60, 91.55 W, 2625 MHz, 13365 MHz, 11956 MiB, 16 %
2026/09/26 15:12:15.441, 60, 91.55 W, 2625 MHz, 13365 MHz, 13044 MiB, 16 %
2026/09/26 15:12:15.691, 60, 91.19 W, 2625 MHz, 13365 MHz, 14132 MiB, 14 %
2026/09/26 15:12:15.941, 60, 91.19 W, 2625 MHz, 13365 MHz, 14740 MiB, 14 %
2026/09/26 15:12:16.191, 60, 90.53 W, 2625 MHz, 13365 MHz, 14740 MiB, 2 %
2026/09/26 15:12:16.441, 60, 90.53 W, 2625 MHz, 13365 MHz, 14740 MiB, 2 %
2026/09/26 15:12:16.692, 60, 88.67 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:16.942, 60, 88.67 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:17.192, 59, 87.26 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:17.442, 59, 87.26 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:17.692, 59, 87.26 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:17.942, 59, 87.26 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:18.192, 59, 85.70 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:18.442, 59, 85.70 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:18.692, 59, 85.70 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:18.942, 59, 85.70 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:19.192, 59, 85.66 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:19.442, 59, 85.66 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:19.693, 59, 85.66 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:19.943, 59, 85.66 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:20.193, 58, 85.84 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:20.443, 58, 85.84 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:20.693, 58, 85.84 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:20.943, 58, 85.84 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:21.193, 58, 85.72 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:21.443, 58, 85.72 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:21.693, 58, 85.72 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:21.943, 58, 85.72 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:22.194, 58, 85.37 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 15:12:22.444, 58, 85.37 W, 2610 MHz, 13365 MHz, 19572 MiB, 0 %
