# transformers 5.14.1 verbatim _compute_yarn_parameters math (truncate=True); columns: case j inv_freq divisor
# real-1m	dim=64	base=10000000.0	factor=3.814697265625	orig=262144	low=14	high=22	attention_factor=1.1338861307885257
real-1m	0	1.000000000e+00	1.000000000e+00
real-1m	1	6.042963862e-01	1.000000000e+00
real-1m	2	3.651741445e-01	1.000000000e+00
real-1m	3	2.206733972e-01	1.000000000e+00
real-1m	4	1.333521456e-01	1.000000000e+00
real-1m	5	8.058421314e-02	1.000000000e+00
real-1m	6	4.869675264e-02	1.000000000e+00
real-1m	7	2.942727320e-02	1.000000000e+00
real-1m	8	1.778279431e-02	1.000000000e+00
real-1m	9	1.074607857e-02	1.000000000e+00
real-1m	10	6.493816618e-03	1.000000000e+00
real-1m	11	3.924189601e-03	1.000000000e+00
real-1m	12	2.371373819e-03	1.000000000e+00
real-1m	13	1.433012658e-03	1.000000000e+00
real-1m	14	8.659643354e-04	1.000000000e+00
real-1m	15	4.750341759e-04	1.101603031e+00
real-1m	16	2.578951535e-04	1.226187348e+00
real-1m	17	1.382199989e-04	1.382544518e+00
real-1m	18	7.287505287e-05	1.584605217e+00
real-1m	19	3.760190157e-05	1.855838418e+00
real-1m	20	1.883330333e-05	2.239100218e+00
real-1m	21	9.030552064e-06	2.821861506e+00
real-1m	22	4.036824976e-06	3.814697027e+00
real-1m	23	2.439438731e-06	3.814697504e+00
real-1m	24	1.474144028e-06	3.814697504e+00
real-1m	25	8.908198765e-07	3.814697504e+00
real-1m	26	5.383192274e-07	3.814697266e+00
real-1m	27	3.253043985e-07	3.814697266e+00
real-1m	28	1.965802738e-07	3.814697266e+00
real-1m	29	1.187927552e-07	3.814697027e+00
real-1m	30	7.178603312e-08	3.814697266e+00
real-1m	31	4.338003734e-08	3.814697266e+00
# real-f1	dim=64	base=10000000.0	factor=1.0	orig=262144	low=14	high=22	attention_factor=1.0
real-f1	0	1.000000000e+00	1.000000000e+00
real-f1	1	6.042963862e-01	1.000000000e+00
real-f1	2	3.651741445e-01	1.000000000e+00
real-f1	3	2.206733972e-01	1.000000000e+00
real-f1	4	1.333521456e-01	1.000000000e+00
real-f1	5	8.058421314e-02	1.000000000e+00
real-f1	6	4.869675264e-02	1.000000000e+00
real-f1	7	2.942727320e-02	1.000000000e+00
real-f1	8	1.778279431e-02	1.000000000e+00
real-f1	9	1.074607857e-02	1.000000000e+00
real-f1	10	6.493816618e-03	1.000000000e+00
real-f1	11	3.924189601e-03	1.000000000e+00
real-f1	12	2.371373819e-03	1.000000000e+00
real-f1	13	1.433012658e-03	1.000000000e+00
real-f1	14	8.659643354e-04	1.000000000e+00
real-f1	15	5.232990952e-04	1.000000000e+00
real-f1	16	3.162277862e-04	1.000000000e+00
real-f1	17	1.910952997e-04	1.000000000e+00
real-f1	18	1.154781930e-04	1.000000000e+00
real-f1	19	6.978305464e-05	1.000000000e+00
real-f1	20	4.216965317e-05	1.000000000e+00
real-f1	21	2.548296652e-05	1.000000000e+00
real-f1	22	1.539926416e-05	1.000000000e+00
real-f1	23	9.305720596e-06	1.000000000e+00
real-f1	24	5.623413472e-06	1.000000000e+00
real-f1	25	3.398208264e-06	1.000000000e+00
real-f1	26	2.053524895e-06	1.000000000e+00
real-f1	27	1.240937763e-06	1.000000000e+00
real-f1	28	7.498942409e-07	1.000000000e+00
real-f1	29	4.531583784e-07	1.000000000e+00
real-f1	30	2.738419767e-07	1.000000000e+00
real-f1	31	1.654817083e-07	1.000000000e+00
# tiny-n_rot2	dim=2	base=10000.0	factor=2.0	orig=8	low=0	high=1	attention_factor=1.0693147180559945
tiny-n_rot2	0	1.000000000e+00	1.000000000e+00
