[glm5-phase-v] rounds=17 k=1 | per-round ms: vkda=12.813 (scan=0.359) vmla=4.242 vrest=26.968
[glm5-phase-v] rounds=19 k=1 | per-round ms: vkda=12.399 (scan=0.357) vmla=4.147 vrest=26.653
[glm5-phase-v] rounds=17 k=1 | per-round ms: vkda=12.395 (scan=0.358) vmla=4.058 vrest=26.681
[glm5-phase-v] rounds=19 k=1 | per-round ms: vkda=12.401 (scan=0.358) vmla=4.141 vrest=26.702
[glm5-phase-v] rounds=18 k=1 | per-round ms: vkda=12.394 (scan=0.356) vmla=4.236 vrest=26.678
[glm5-phase-v] rounds=16 k=1 | per-round ms: vkda=12.399 (scan=0.358) vmla=4.323 vrest=26.702
[glm5-phase-v] rounds=17 k=1 | per-round ms: vkda=12.412 (scan=0.358) vmla=4.980 vrest=26.707
[glm5-phase-v] rounds=17 k=1 | per-round ms: vkda=12.406 (scan=0.358) vmla=5.068 vrest=26.713
[glm5-phase-v] rounds=19 k=1 | per-round ms: vkda=12.399 (scan=0.358) vmla=5.157 vrest=26.712
[glm5-phase-v] rounds=17 k=1 | per-round ms: vkda=12.409 (scan=0.357) vmla=5.250 vrest=26.706
[glm5-phase-v] rounds=17 k=1 | per-round ms: vkda=12.400 (scan=0.357) vmla=3.750 vrest=26.662
[glm5-phase-v] rounds=16 k=1 | per-round ms: vkda=12.400 (scan=0.357) vmla=3.844 vrest=26.656
[glm5-phase-v] rounds=16 k=1 | per-round ms: vkda=12.401 (scan=0.359) vmla=3.931 vrest=26.669
[glm5-phase-v] rounds=16 k=1 | per-round ms: vkda=12.390 (scan=0.358) vmla=4.023 vrest=26.675
[glm5-phase-v] rounds=18 k=1 | per-round ms: vkda=12.462 (scan=0.360) vmla=9.234 vrest=26.703
[glm5-phase-v] rounds=19 k=1 | per-round ms: vkda=12.457 (scan=0.359) vmla=9.215 vrest=26.722
[glm5-phase-v] rounds=18 k=1 | per-round ms: vkda=12.468 (scan=0.360) vmla=9.212 vrest=26.721
[glm5-phase-v] rounds=16 k=1 | per-round ms: vkda=12.465 (scan=0.361) vmla=9.226 vrest=26.720
