
NOTICE: Existing SQLite export found: diet-census.sqlite
        It is assumed file was previously exported from: diet-census.nsys-rep
        Consider using --force-export=true if needed.

Processing [diet-census.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
73.8,29884709,16,1867794.3,610378.5,22820,10136415,2918693.3,cuModuleLoadData
24.9,10071764,3,3357254.7,95701.0,94021,9882042,5650631.6,cuMemAllocAsync
0.7,266754,5,53350.8,20040.0,9040,202143,83434.0,cuStreamCreate
0.3,125203,419,298.8,260.0,100,850,149.1,cuGetProcAddress_v2
0.2,75471,4,18867.8,18885.0,350,37351,21342.1,cuDeviceGetDefaultMemPool
0.0,16950,2,8475.0,8475.0,3810,13140,6597.3,cuCtxSynchronize
0.0,15390,4,3847.5,3115.0,2210,6950,2172.7,cuInit
0.0,8670,8,1083.8,380.0,110,5860,1946.1,cuMemPoolSetAttribute
0.0,7940,2,3970.0,3970.0,3810,4130,226.3,cuCtxSetCurrent
0.0,7720,4,1930.0,1775.0,330,3840,1660.9,cuEventCreate
0.0,5880,4,1470.0,1120.0,340,3300,1294.6,cudaGetDriverEntryPoint
0.0,240,1,240.0,240.0,240,240,0.0,cuModuleGetLoadingMode

