
NOTICE: Existing SQLite export found: diet-census2.sqlite
        It is assumed file was previously exported from: diet-census2.nsys-rep
        Consider using --force-export=true if needed.

Processing [diet-census2.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
71.1,10438304417,11568,902343.1,2490.0,1760,102156839,7691721.4,cuMemcpyHtoDAsync_v2
7.4,1093031942,3184,343288.9,293522.0,530,9001777,738760.5,cuStreamSynchronize
7.2,1057692679,264860,3993.4,590.0,110,12078607,126995.7,cuMemAllocAsync
4.3,636632092,5593,113826.6,3050.0,1950,37881471,1262041.1,cuMemcpyDtoHAsync_v2
3.0,443032281,138872,3190.2,2680.0,2350,16977457,59436.6,cudaLaunchKernel
2.1,314563984,93387,3368.4,3260.0,2950,56781,722.7,cuMemcpyDtoDAsync_v2
1.4,212773242,78841,2698.8,2550.0,2150,6919594,24639.8,cuLaunchKernel
1.0,143542273,263022,545.7,520.0,100,16510,212.2,cuMemFreeAsync
0.8,114162717,20,5708135.8,6126538.5,29231,15888421,4866331.7,cuLibraryLoadData
0.5,78390452,30509,2569.4,2470.0,2150,71960,693.3,cuLaunchKernelEx
0.5,73829920,38,1942892.6,920811.0,22080,10061534,2665741.5,cuModuleLoadData
0.3,39261208,462,84981.0,390.0,250,7487678,670157.9,cuKernelGetFunction
0.2,28396930,4629,6134.6,3490.0,1340,5196453,104931.1,cuMemsetD8Async
0.0,5098582,3,1699527.3,1677790.0,1665541,1755251,48645.2,cuMemHostAlloc
0.0,1459048,8,182381.0,164651.0,150991,266891,38986.8,cuMemAlloc_v2
0.0,1160648,459,2528.6,2770.0,480,12750,1441.7,cuStreamWaitEvent
0.0,991617,8,123952.1,119465.5,107861,169231,19359.1,cuMemFree_v2
0.0,847067,140,6050.5,5720.0,3250,14130,1560.1,cuMemcpyPeerAsync
0.0,753714,8,94214.3,117065.0,980,139581,58424.9,cuMemPoolSetAccess
0.0,677254,12,56437.8,23545.0,3810,200841,75586.8,cuStreamCreate
0.0,625403,337,1855.8,1730.0,390,14971,1504.7,cuEventRecord
0.0,505204,9,56133.8,71291.0,9790,76100,26946.1,cuMemGetInfo_v2
0.0,304032,170,1788.4,305.0,120,14030,2462.5,cudaMemsetAsync
0.0,216211,838,258.0,230.0,90,4050,188.5,cuGetProcAddress_v2
0.0,200381,863,232.2,160.0,90,4100,289.7,cuCtxSetCurrent
0.0,147950,12,12329.2,7495.0,830,56650,15568.5,cuCtxSynchronize
0.0,121441,21,5782.9,240.0,90,39690,13740.2,cuDeviceGetDefaultMemPool
0.0,118260,27,4380.0,5060.0,380,12920,3793.1,cuLibraryGetKernel
0.0,114691,97,1182.4,1340.0,150,3600,683.5,cuEventCreate
0.0,82641,8,10330.1,8000.0,5920,24151,6064.1,cuMemcpyHtoD_v2
0.0,74451,81,919.1,970.0,270,2020,345.7,cuEventDestroy_v2
0.0,43370,4,10842.5,10695.0,9380,12600,1665.5,cuMemcpyDtoH_v2
0.0,33360,6,5560.0,5080.0,2500,9460,2470.6,cuInit
0.0,11210,16,700.6,240.0,100,6060,1454.8,cuMemPoolSetAttribute
0.0,10290,6,1715.0,1570.0,330,3270,1238.2,cudaGetDriverEntryPoint
0.0,3700,10,370.0,145.0,100,1830,553.7,cuMemPoolGetAttribute
0.0,350,2,175.0,175.0,120,230,77.8,cuModuleGetLoadingMode

