timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:27:34.434, 0 %, 1888 MiB, 131.49 W, 2910 MHz, 52
2026/09/13 18:27:34.685, 0 %, 4416 MiB, 131.49 W, 2910 MHz, 52
2026/09/13 18:27:34.935, 26 %, 6848 MiB, 95.53 W, 2917 MHz, 52
2026/09/13 18:27:35.185, 26 %, 10304 MiB, 95.53 W, 2917 MHz, 52
2026/09/13 18:27:35.435, 4 %, 10304 MiB, 103.09 W, 2910 MHz, 52
2026/09/13 18:27:35.685, 4 %, 10304 MiB, 103.09 W, 2910 MHz, 52
2026/09/13 18:27:35.935, 99 %, 10304 MiB, 240.53 W, 2902 MHz, 60
2026/09/13 18:27:36.186, 99 %, 10592 MiB, 240.53 W, 2902 MHz, 60
2026/09/13 18:27:36.436, 88 %, 10592 MiB, 393.32 W, 2902 MHz, 62
2026/09/13 18:27:36.686, 88 %, 10592 MiB, 393.32 W, 2902 MHz, 62
2026/09/13 18:27:36.936, 91 %, 10592 MiB, 433.71 W, 2887 MHz, 57
2026/09/13 18:27:37.186, 91 %, 21 MiB, 433.71 W, 2887 MHz, 57
2026/09/13 18:27:37.440, 0 %, 544 MiB, 289.83 W, 2910 MHz, 53
2026/09/13 18:27:37.690, 0 %, 544 MiB, 289.83 W, 2910 MHz, 53
2026/09/13 18:27:37.940, 12 %, 3296 MiB, 131.35 W, 2910 MHz, 52
2026/09/13 18:27:38.190, 12 %, 5760 MiB, 131.35 W, 2910 MHz, 52
2026/09/13 18:27:38.440, 25 %, 10304 MiB, 94.34 W, 2910 MHz, 52
2026/09/13 18:27:38.691, 25 %, 10304 MiB, 94.34 W, 2910 MHz, 52
2026/09/13 18:27:38.941, 46 %, 10304 MiB, 119.89 W, 2910 MHz, 58
2026/09/13 18:27:39.191, 46 %, 10304 MiB, 119.89 W, 2910 MHz, 58
2026/09/13 18:27:39.441, 99 %, 10304 MiB, 265.67 W, 2902 MHz, 60
2026/09/13 18:27:39.691, 99 %, 10304 MiB, 265.67 W, 2902 MHz, 60
2026/09/13 18:27:39.941, 99 %, 10304 MiB, 416.79 W, 2880 MHz, 63
2026/09/13 18:27:40.191, 99 %, 10304 MiB, 416.79 W, 2880 MHz, 63
2026/09/13 18:27:40.441, 0 %, 2 MiB, 396.52 W, 2880 MHz, 55
2026/09/13 18:27:40.692, 0 %, 544 MiB, 396.52 W, 2880 MHz, 55
2026/09/13 18:27:40.942, 0 %, 544 MiB, 221.91 W, 2910 MHz, 53
2026/09/13 18:27:41.192, 0 %, 2624 MiB, 221.91 W, 2910 MHz, 53
2026/09/13 18:27:41.442, 26 %, 5152 MiB, 97.63 W, 2910 MHz, 52
2026/09/13 18:27:41.692, 26 %, 8992 MiB, 97.63 W, 2910 MHz, 52
2026/09/13 18:27:41.942, 65 %, 10304 MiB, 102.95 W, 2917 MHz, 53
2026/09/13 18:27:42.193, 65 %, 10400 MiB, 102.95 W, 2917 MHz, 53
2026/09/13 18:27:42.443, 99 %, 10400 MiB, 182.62 W, 2865 MHz, 59
2026/09/13 18:27:42.693, 99 %, 10400 MiB, 182.62 W, 2865 MHz, 59
2026/09/13 18:27:42.943, 99 %, 10400 MiB, 334.66 W, 2902 MHz, 60
2026/09/13 18:27:43.193, 99 %, 10400 MiB, 334.66 W, 2902 MHz, 60
2026/09/13 18:27:43.443, 99 %, 10400 MiB, 436.22 W, 2850 MHz, 63
2026/09/13 18:27:43.693, 99 %, 10397 MiB, 436.22 W, 2850 MHz, 63
2026/09/13 18:27:43.944, 11 %, 510 MiB, 346.25 W, 2902 MHz, 54
2026/09/13 18:27:44.194, 11 %, 544 MiB, 346.25 W, 2902 MHz, 54
2026/09/13 18:27:44.444, 0 %, 1376 MiB, 186.52 W, 2910 MHz, 53
2026/09/13 18:27:44.694, 0 %, 3904 MiB, 186.52 W, 2910 MHz, 53
2026/09/13 18:27:44.944, 26 %, 6304 MiB, 97.68 W, 2910 MHz, 52
2026/09/13 18:27:45.194, 26 %, 10304 MiB, 97.68 W, 2910 MHz, 52
2026/09/13 18:27:45.445, 7 %, 10400 MiB, 104.99 W, 2917 MHz, 52
2026/09/13 18:27:45.695, 7 %, 10400 MiB, 104.99 W, 2917 MHz, 52
2026/09/13 18:27:45.945, 99 %, 10400 MiB, 221.48 W, 2857 MHz, 60
2026/09/13 18:27:46.195, 99 %, 10400 MiB, 221.48 W, 2857 MHz, 60
2026/09/13 18:27:46.445, 94 %, 10688 MiB, 370.47 W, 2902 MHz, 65
2026/09/13 18:27:46.695, 94 %, 10688 MiB, 370.47 W, 2902 MHz, 65
2026/09/13 18:27:46.945, 99 %, 10688 MiB, 430.72 W, 2880 MHz, 62
2026/09/13 18:27:47.196, 99 %, 2 MiB, 430.72 W, 2880 MHz, 62
2026/09/13 18:27:47.446, 18 %, 544 MiB, 312.35 W, 2910 MHz, 54
2026/09/13 18:27:47.696, 18 %, 544 MiB, 312.35 W, 2910 MHz, 54
2026/09/13 18:27:47.946, 0 %, 2208 MiB, 158.33 W, 2910 MHz, 53
2026/09/13 18:27:48.196, 0 %, 4768 MiB, 158.33 W, 2910 MHz, 53
2026/09/13 18:27:48.446, 26 %, 7168 MiB, 95.65 W, 2910 MHz, 52
2026/09/13 18:27:48.697, 26 %, 10304 MiB, 95.65 W, 2910 MHz, 52
2026/09/13 18:27:48.947, 3 %, 10304 MiB, 103.03 W, 2910 MHz, 52
2026/09/13 18:27:49.197, 3 %, 10304 MiB, 103.03 W, 2910 MHz, 52
2026/09/13 18:27:49.447, 99 %, 10304 MiB, 223.24 W, 2902 MHz, 60
2026/09/13 18:27:49.697, 99 %, 10592 MiB, 223.24 W, 2902 MHz, 60
2026/09/13 18:27:49.947, 94 %, 10592 MiB, 380.98 W, 2902 MHz, 62
2026/09/13 18:27:50.198, 94 %, 10592 MiB, 380.98 W, 2902 MHz, 62
2026/09/13 18:27:50.448, 89 %, 10592 MiB, 418.33 W, 2887 MHz, 63
2026/09/13 18:27:50.698, 89 %, 2 MiB, 418.33 W, 2887 MHz, 63
2026/09/13 18:27:50.948, 18 %, 544 MiB, 301.35 W, 2910 MHz, 54
2026/09/13 18:27:51.198, 18 %, 544 MiB, 301.35 W, 2910 MHz, 54
2026/09/13 18:27:51.448, 0 %, 2080 MiB, 159.20 W, 2910 MHz, 53
2026/09/13 18:27:51.698, 0 %, 4640 MiB, 159.20 W, 2910 MHz, 53
2026/09/13 18:27:51.949, 26 %, 7072 MiB, 97.29 W, 2910 MHz, 52
2026/09/13 18:27:52.199, 26 %, 10304 MiB, 97.29 W, 2910 MHz, 52
2026/09/13 18:27:52.449, 4 %, 10304 MiB, 104.34 W, 2910 MHz, 52
2026/09/13 18:27:52.699, 4 %, 10304 MiB, 104.34 W, 2910 MHz, 52
2026/09/13 18:27:52.949, 99 %, 10304 MiB, 233.59 W, 2902 MHz, 60
2026/09/13 18:27:53.199, 99 %, 10304 MiB, 233.59 W, 2902 MHz, 60
2026/09/13 18:27:53.449, 98 %, 10304 MiB, 386.11 W, 2902 MHz, 62
2026/09/13 18:27:53.700, 98 %, 10304 MiB, 386.11 W, 2902 MHz, 62
2026/09/13 18:27:53.950, 98 %, 10304 MiB, 434.98 W, 2887 MHz, 63
2026/09/13 18:27:54.200, 98 %, 2 MiB, 434.98 W, 2887 MHz, 63
2026/09/13 18:27:54.464, 0 %, 544 MiB, 311.27 W, 2910 MHz, 54
2026/09/13 18:27:54.714, 0 %, 544 MiB, 311.27 W, 2910 MHz, 54
2026/09/13 18:27:54.964, 0 %, 3040 MiB, 117.87 W, 2910 MHz, 53
2026/09/13 18:27:55.214, 0 %, 5568 MiB, 117.87 W, 2910 MHz, 53
2026/09/13 18:27:55.464, 25 %, 10304 MiB, 95.13 W, 2910 MHz, 52
2026/09/13 18:27:55.715, 25 %, 10304 MiB, 95.13 W, 2910 MHz, 52
2026/09/13 18:27:55.965, 3 %, 10304 MiB, 102.93 W, 2910 MHz, 56
2026/09/13 18:27:56.215, 3 %, 10304 MiB, 102.93 W, 2910 MHz, 56
2026/09/13 18:27:56.465, 99 %, 10304 MiB, 244.19 W, 2902 MHz, 60
2026/09/13 18:27:56.715, 99 %, 10304 MiB, 244.19 W, 2902 MHz, 60
2026/09/13 18:27:56.965, 98 %, 10304 MiB, 414.89 W, 2895 MHz, 62
2026/09/13 18:27:57.216, 98 %, 10304 MiB, 414.89 W, 2895 MHz, 62
2026/09/13 18:27:57.466, 0 %, 2 MiB, 394.23 W, 2872 MHz, 55
2026/09/13 18:27:57.716, 0 %, 544 MiB, 394.23 W, 2872 MHz, 55
2026/09/13 18:27:57.966, 0 %, 544 MiB, 252.92 W, 2910 MHz, 53
2026/09/13 18:27:58.216, 0 %, 2368 MiB, 252.92 W, 2910 MHz, 53
2026/09/13 18:27:58.466, 27 %, 4864 MiB, 98.12 W, 2910 MHz, 53
2026/09/13 18:27:58.717, 27 %, 8000 MiB, 98.12 W, 2910 MHz, 53
2026/09/13 18:27:58.967, 38 %, 10304 MiB, 96.74 W, 2910 MHz, 54
2026/09/13 18:27:59.217, 38 %, 10304 MiB, 96.74 W, 2910 MHz, 54
2026/09/13 18:27:59.467, 99 %, 10304 MiB, 152.34 W, 2737 MHz, 59
2026/09/13 18:27:59.717, 99 %, 10304 MiB, 152.34 W, 2737 MHz, 59
2026/09/13 18:27:59.967, 99 %, 10592 MiB, 294.21 W, 2902 MHz, 60
2026/09/13 18:28:00.217, 99 %, 10592 MiB, 294.21 W, 2902 MHz, 60
2026/09/13 18:28:00.468, 89 %, 10592 MiB, 412.68 W, 2887 MHz, 62
2026/09/13 18:28:00.718, 89 %, 10592 MiB, 412.68 W, 2887 MHz, 62
2026/09/13 18:28:00.968, 0 %, 36 MiB, 337.75 W, 2895 MHz, 54
2026/09/13 18:28:01.218, 0 %, 544 MiB, 337.75 W, 2895 MHz, 54
2026/09/13 18:28:01.469, 0 %, 1344 MiB, 206.35 W, 2910 MHz, 53
2026/09/13 18:28:01.719, 0 %, 3712 MiB, 206.35 W, 2910 MHz, 53
2026/09/13 18:28:01.969, 27 %, 6144 MiB, 97.61 W, 2910 MHz, 53
2026/09/13 18:28:02.219, 27 %, 10304 MiB, 97.61 W, 2910 MHz, 53
2026/09/13 18:28:02.469, 29 %, 10304 MiB, 102.92 W, 2917 MHz, 53
2026/09/13 18:28:02.720, 29 %, 10304 MiB, 102.92 W, 2917 MHz, 53
2026/09/13 18:28:02.970, 99 %, 10304 MiB, 187.05 W, 2902 MHz, 60
2026/09/13 18:28:03.220, 99 %, 10592 MiB, 187.05 W, 2902 MHz, 60
2026/09/13 18:28:03.470, 94 %, 10592 MiB, 322.45 W, 2902 MHz, 59
2026/09/13 18:28:03.720, 94 %, 10592 MiB, 322.45 W, 2902 MHz, 59
2026/09/13 18:28:03.970, 95 %, 10592 MiB, 415.94 W, 2887 MHz, 63
2026/09/13 18:28:04.220, 95 %, 2 MiB, 415.94 W, 2887 MHz, 63
2026/09/13 18:28:04.471, 18 %, 544 MiB, 297.86 W, 2910 MHz, 54
2026/09/13 18:28:04.721, 18 %, 544 MiB, 297.86 W, 2910 MHz, 54
2026/09/13 18:28:04.971, 0 %, 2592 MiB, 162.30 W, 2910 MHz, 53
2026/09/13 18:28:05.221, 0 %, 5120 MiB, 162.30 W, 2910 MHz, 53
2026/09/13 18:28:05.471, 26 %, 8864 MiB, 97.45 W, 2917 MHz, 53
2026/09/13 18:28:05.721, 26 %, 10304 MiB, 97.45 W, 2917 MHz, 53
2026/09/13 18:28:05.971, 0 %, 10304 MiB, 103.54 W, 2910 MHz, 53
2026/09/13 18:28:06.222, 0 %, 10304 MiB, 103.54 W, 2910 MHz, 53
2026/09/13 18:28:06.472, 99 %, 10304 MiB, 242.67 W, 2902 MHz, 60
2026/09/13 18:28:06.722, 99 %, 10304 MiB, 242.67 W, 2902 MHz, 60
2026/09/13 18:28:06.972, 98 %, 10304 MiB, 396.55 W, 2902 MHz, 62
2026/09/13 18:28:07.222, 98 %, 10304 MiB, 396.55 W, 2902 MHz, 62
2026/09/13 18:28:07.472, 7 %, 2 MiB, 409.10 W, 2872 MHz, 56
2026/09/13 18:28:07.733, 7 %, 544 MiB, 409.10 W, 2872 MHz, 56
2026/09/13 18:28:07.984, 1 %, 544 MiB, 267.11 W, 2910 MHz, 53
2026/09/13 18:28:08.234, 1 %, 1984 MiB, 267.11 W, 2910 MHz, 53
2026/09/13 18:28:08.484, 43 %, 4576 MiB, 103.38 W, 2910 MHz, 53
2026/09/13 18:28:08.734, 43 %, 6976 MiB, 103.38 W, 2910 MHz, 53
2026/09/13 18:28:08.984, 25 %, 10304 MiB, 94.94 W, 2917 MHz, 54
2026/09/13 18:28:09.235, 25 %, 10304 MiB, 94.94 W, 2917 MHz, 54
2026/09/13 18:28:09.485, 98 %, 10304 MiB, 139.57 W, 2910 MHz, 58
2026/09/13 18:28:09.735, 98 %, 10304 MiB, 139.57 W, 2910 MHz, 58
2026/09/13 18:28:09.985, 99 %, 10304 MiB, 300.45 W, 2902 MHz, 60
2026/09/13 18:28:10.235, 99 %, 10304 MiB, 300.45 W, 2902 MHz, 60
2026/09/13 18:28:10.485, 98 %, 10304 MiB, 423.31 W, 2887 MHz, 63
2026/09/13 18:28:10.735, 98 %, 10304 MiB, 423.31 W, 2887 MHz, 63
2026/09/13 18:28:10.986, 0 %, 21 MiB, 363.47 W, 2887 MHz, 55
2026/09/13 18:28:11.236, 0 %, 544 MiB, 363.47 W, 2887 MHz, 55
2026/09/13 18:28:11.486, 0 %, 544 MiB, 191.53 W, 2910 MHz, 53
2026/09/13 18:28:11.736, 0 %, 3392 MiB, 191.53 W, 2910 MHz, 53
2026/09/13 18:28:11.987, 26 %, 5824 MiB, 97.85 W, 2910 MHz, 53
2026/09/13 18:28:12.237, 26 %, 10304 MiB, 97.85 W, 2910 MHz, 53
2026/09/13 18:28:12.487, 74 %, 10304 MiB, 104.02 W, 2917 MHz, 53
2026/09/13 18:28:12.737, 74 %, 10304 MiB, 104.02 W, 2917 MHz, 53
2026/09/13 18:28:12.987, 99 %, 10304 MiB, 179.53 W, 2872 MHz, 59
2026/09/13 18:28:13.237, 99 %, 10304 MiB, 179.53 W, 2872 MHz, 59
2026/09/13 18:28:13.487, 99 %, 10592 MiB, 319.01 W, 2902 MHz, 60
2026/09/13 18:28:13.738, 99 %, 10592 MiB, 319.01 W, 2902 MHz, 60
2026/09/13 18:28:13.988, 98 %, 10592 MiB, 415.00 W, 2887 MHz, 62
2026/09/13 18:28:14.238, 98 %, 2 MiB, 415.00 W, 2887 MHz, 62
2026/09/13 18:28:14.504, 0 %, 544 MiB, 316.59 W, 2902 MHz, 54
2026/09/13 18:28:14.754, 0 %, 544 MiB, 316.59 W, 2902 MHz, 54
2026/09/13 18:28:15.004, 0 %, 1792 MiB, 161.24 W, 2910 MHz, 53
2026/09/13 18:28:15.254, 0 %, 4320 MiB, 161.24 W, 2910 MHz, 53
2026/09/13 18:28:15.504, 27 %, 6752 MiB, 97.86 W, 2910 MHz, 53
2026/09/13 18:28:15.754, 27 %, 10304 MiB, 97.86 W, 2910 MHz, 53
2026/09/13 18:28:16.005, 13 %, 10304 MiB, 104.33 W, 2917 MHz, 53
2026/09/13 18:28:16.255, 13 %, 10304 MiB, 104.33 W, 2917 MHz, 53
2026/09/13 18:28:16.505, 99 %, 10304 MiB, 204.70 W, 2902 MHz, 60
2026/09/13 18:28:16.755, 99 %, 10592 MiB, 204.70 W, 2902 MHz, 60
2026/09/13 18:28:17.005, 91 %, 10592 MiB, 325.90 W, 2902 MHz, 61
2026/09/13 18:28:17.255, 91 %, 10592 MiB, 325.90 W, 2902 MHz, 61
2026/09/13 18:28:17.506, 89 %, 10592 MiB, 414.54 W, 2880 MHz, 63
2026/09/13 18:28:17.756, 89 %, 2 MiB, 414.54 W, 2880 MHz, 63
2026/09/13 18:28:18.006, 0 %, 544 MiB, 290.10 W, 2910 MHz, 54
2026/09/13 18:28:18.256, 0 %, 544 MiB, 290.10 W, 2910 MHz, 54
2026/09/13 18:28:18.506, 0 %, 3136 MiB, 147.45 W, 2910 MHz, 53
2026/09/13 18:28:18.757, 0 %, 5632 MiB, 147.45 W, 2910 MHz, 53
2026/09/13 18:28:19.007, 25 %, 10304 MiB, 95.69 W, 2910 MHz, 53
2026/09/13 18:28:19.257, 25 %, 10304 MiB, 95.69 W, 2910 MHz, 53
2026/09/13 18:28:19.507, 0 %, 10304 MiB, 101.57 W, 2910 MHz, 54
2026/09/13 18:28:19.757, 0 %, 10304 MiB, 101.57 W, 2910 MHz, 54
2026/09/13 18:28:20.007, 99 %, 10304 MiB, 244.88 W, 2902 MHz, 60
2026/09/13 18:28:20.258, 99 %, 10304 MiB, 244.88 W, 2902 MHz, 60
2026/09/13 18:28:20.508, 98 %, 10304 MiB, 400.55 W, 2902 MHz, 63
2026/09/13 18:28:20.758, 98 %, 10304 MiB, 400.55 W, 2902 MHz, 63
2026/09/13 18:28:21.008, 0 %, 2 MiB, 394.23 W, 2872 MHz, 55
2026/09/13 18:28:21.258, 0 %, 544 MiB, 394.23 W, 2872 MHz, 55
2026/09/13 18:28:21.508, 1 %, 544 MiB, 254.06 W, 2910 MHz, 53
2026/09/13 18:28:21.759, 1 %, 2368 MiB, 254.06 W, 2910 MHz, 53
2026/09/13 18:28:22.009, 40 %, 4864 MiB, 98.14 W, 2910 MHz, 53
2026/09/13 18:28:22.259, 40 %, 8000 MiB, 98.14 W, 2910 MHz, 53
2026/09/13 18:28:22.509, 25 %, 10304 MiB, 94.70 W, 2910 MHz, 54
2026/09/13 18:28:22.759, 25 %, 10304 MiB, 94.70 W, 2910 MHz, 54
2026/09/13 18:28:23.009, 98 %, 10304 MiB, 138.53 W, 2910 MHz, 59
2026/09/13 18:28:23.260, 98 %, 10304 MiB, 138.53 W, 2910 MHz, 59
2026/09/13 18:28:23.510, 99 %, 10304 MiB, 299.81 W, 2902 MHz, 61
2026/09/13 18:28:23.760, 99 %, 10304 MiB, 299.81 W, 2902 MHz, 61
2026/09/13 18:28:24.010, 98 %, 10304 MiB, 422.48 W, 2887 MHz, 63
2026/09/13 18:28:24.260, 98 %, 10304 MiB, 422.48 W, 2887 MHz, 63
2026/09/13 18:28:24.510, 0 %, 38 MiB, 368.09 W, 2887 MHz, 55
2026/09/13 18:28:24.760, 0 %, 544 MiB, 368.09 W, 2887 MHz, 55
2026/09/13 18:28:25.011, 0 %, 1344 MiB, 197.46 W, 2910 MHz, 53
2026/09/13 18:28:25.261, 0 %, 3744 MiB, 197.46 W, 2910 MHz, 53
2026/09/13 18:28:25.511, 26 %, 6176 MiB, 97.81 W, 2910 MHz, 53
2026/09/13 18:28:25.761, 26 %, 10304 MiB, 97.81 W, 2910 MHz, 53
2026/09/13 18:28:26.011, 66 %, 10304 MiB, 102.99 W, 2917 MHz, 53
2026/09/13 18:28:26.262, 66 %, 10304 MiB, 102.99 W, 2917 MHz, 53
2026/09/13 18:28:26.512, 99 %, 10304 MiB, 175.73 W, 2902 MHz, 60
2026/09/13 18:28:26.762, 99 %, 10592 MiB, 175.73 W, 2902 MHz, 60
2026/09/13 18:28:27.012, 99 %, 10592 MiB, 336.27 W, 2902 MHz, 60
2026/09/13 18:28:27.262, 99 %, 10592 MiB, 336.27 W, 2902 MHz, 60
2026/09/13 18:28:27.512, 94 %, 10592 MiB, 416.36 W, 2887 MHz, 62
2026/09/13 18:28:27.762, 94 %, 2 MiB, 416.36 W, 2887 MHz, 62
2026/09/13 18:28:28.013, 0 %, 544 MiB, 326.95 W, 2902 MHz, 54
2026/09/13 18:28:28.263, 0 %, 544 MiB, 326.95 W, 2902 MHz, 54
2026/09/13 18:28:28.513, 0 %, 2080 MiB, 187.32 W, 2910 MHz, 53
2026/09/13 18:28:28.763, 0 %, 4608 MiB, 187.32 W, 2910 MHz, 53
2026/09/13 18:28:29.013, 27 %, 7008 MiB, 97.86 W, 2910 MHz, 53
2026/09/13 18:28:29.263, 27 %, 10304 MiB, 97.86 W, 2910 MHz, 53
2026/09/13 18:28:29.514, 4 %, 10304 MiB, 104.78 W, 2910 MHz, 53
2026/09/13 18:28:29.764, 4 %, 10304 MiB, 104.78 W, 2910 MHz, 53
2026/09/13 18:28:30.014, 99 %, 10304 MiB, 211.31 W, 2902 MHz, 60
2026/09/13 18:28:30.264, 99 %, 10592 MiB, 211.31 W, 2902 MHz, 60
2026/09/13 18:28:30.514, 84 %, 10592 MiB, 354.08 W, 2902 MHz, 61
2026/09/13 18:28:30.764, 84 %, 10592 MiB, 354.08 W, 2902 MHz, 61
2026/09/13 18:28:31.014, 86 %, 10592 MiB, 415.83 W, 2887 MHz, 63
2026/09/13 18:28:31.265, 86 %, 2 MiB, 415.83 W, 2887 MHz, 63
2026/09/13 18:28:31.527, 18 %, 544 MiB, 294.70 W, 2910 MHz, 54
2026/09/13 18:28:31.777, 18 %, 544 MiB, 294.70 W, 2910 MHz, 54
2026/09/13 18:28:32.027, 0 %, 3104 MiB, 151.29 W, 2910 MHz, 53
2026/09/13 18:28:32.277, 0 %, 5600 MiB, 151.29 W, 2910 MHz, 53
2026/09/13 18:28:32.528, 26 %, 10304 MiB, 96.17 W, 2910 MHz, 53
2026/09/13 18:28:32.778, 26 %, 10304 MiB, 96.17 W, 2910 MHz, 53
2026/09/13 18:28:33.028, 2 %, 10304 MiB, 104.35 W, 2910 MHz, 53
2026/09/13 18:28:33.278, 2 %, 10304 MiB, 104.35 W, 2910 MHz, 53
2026/09/13 18:28:33.528, 99 %, 10304 MiB, 226.26 W, 2902 MHz, 60
2026/09/13 18:28:33.778, 99 %, 10304 MiB, 226.26 W, 2902 MHz, 60
2026/09/13 18:28:34.029, 98 %, 10304 MiB, 365.70 W, 2902 MHz, 63
2026/09/13 18:28:34.279, 98 %, 10304 MiB, 365.70 W, 2902 MHz, 63
2026/09/13 18:28:34.529, 20 %, 2 MiB, 412.99 W, 2872 MHz, 56
2026/09/13 18:28:34.779, 20 %, 544 MiB, 412.99 W, 2872 MHz, 56
2026/09/13 18:28:35.029, 1 %, 544 MiB, 253.16 W, 2910 MHz, 54
2026/09/13 18:28:35.279, 1 %, 2368 MiB, 253.16 W, 2910 MHz, 54
2026/09/13 18:28:35.530, 41 %, 4960 MiB, 97.94 W, 2910 MHz, 53
2026/09/13 18:28:35.780, 41 %, 8000 MiB, 97.94 W, 2910 MHz, 53
2026/09/13 18:28:36.030, 25 %, 10304 MiB, 94.15 W, 2910 MHz, 54
2026/09/13 18:28:36.280, 25 %, 10304 MiB, 94.15 W, 2910 MHz, 54
2026/09/13 18:28:36.530, 98 %, 10304 MiB, 131.78 W, 2910 MHz, 59
2026/09/13 18:28:36.780, 98 %, 10304 MiB, 131.78 W, 2910 MHz, 59
2026/09/13 18:28:37.030, 99 %, 10304 MiB, 297.21 W, 2902 MHz, 61
2026/09/13 18:28:37.281, 99 %, 10304 MiB, 297.21 W, 2902 MHz, 61
2026/09/13 18:28:37.531, 98 %, 10304 MiB, 425.70 W, 2887 MHz, 63
2026/09/13 18:28:37.781, 98 %, 2 MiB, 425.70 W, 2887 MHz, 63
2026/09/13 18:28:38.054, 0 %, 544 MiB, 358.52 W, 2895 MHz, 55
2026/09/13 18:28:38.304, 0 %, 544 MiB, 358.52 W, 2895 MHz, 55
2026/09/13 18:28:38.554, 0 %, 1952 MiB, 211.07 W, 2910 MHz, 53
2026/09/13 18:28:38.805, 0 %, 4512 MiB, 211.07 W, 2910 MHz, 53
2026/09/13 18:28:39.055, 28 %, 6976 MiB, 98.35 W, 2910 MHz, 53
2026/09/13 18:28:39.305, 28 %, 10304 MiB, 98.35 W, 2910 MHz, 53
2026/09/13 18:28:39.555, 32 %, 10304 MiB, 103.52 W, 2910 MHz, 53
2026/09/13 18:28:39.805, 32 %, 10304 MiB, 103.52 W, 2910 MHz, 53
2026/09/13 18:28:40.055, 99 %, 10304 MiB, 187.84 W, 2902 MHz, 60
2026/09/13 18:28:40.306, 99 %, 10592 MiB, 187.84 W, 2902 MHz, 60
2026/09/13 18:28:40.556, 94 %, 10592 MiB, 323.27 W, 2902 MHz, 60
2026/09/13 18:28:40.806, 94 %, 10592 MiB, 323.27 W, 2902 MHz, 60
2026/09/13 18:28:41.056, 92 %, 10592 MiB, 414.86 W, 2880 MHz, 63
2026/09/13 18:28:41.306, 92 %, 21 MiB, 414.86 W, 2880 MHz, 63
2026/09/13 18:28:41.556, 18 %, 544 MiB, 296.79 W, 2910 MHz, 54
2026/09/13 18:28:41.806, 18 %, 544 MiB, 296.79 W, 2910 MHz, 54
2026/09/13 18:28:42.057, 0 %, 3296 MiB, 161.32 W, 2910 MHz, 53
2026/09/13 18:28:42.307, 0 %, 5760 MiB, 161.32 W, 2910 MHz, 53
2026/09/13 18:28:42.557, 26 %, 10304 MiB, 95.50 W, 2910 MHz, 53
2026/09/13 18:28:42.807, 26 %, 10400 MiB, 95.50 W, 2910 MHz, 53
2026/09/13 18:28:43.057, 4 %, 10400 MiB, 103.00 W, 2910 MHz, 53
2026/09/13 18:28:43.307, 4 %, 10400 MiB, 103.00 W, 2910 MHz, 53
2026/09/13 18:28:43.558, 99 %, 10400 MiB, 247.53 W, 2902 MHz, 61
2026/09/13 18:28:43.808, 99 %, 10656 MiB, 247.53 W, 2902 MHz, 61
2026/09/13 18:28:44.058, 90 %, 10656 MiB, 401.33 W, 2902 MHz, 63
2026/09/13 18:28:44.308, 90 %, 10656 MiB, 401.33 W, 2902 MHz, 63
2026/09/13 18:28:44.558, 51 %, 2 MiB, 420.11 W, 2872 MHz, 57
2026/09/13 18:28:44.808, 51 %, 544 MiB, 420.11 W, 2872 MHz, 57
2026/09/13 18:28:45.058, 0 %, 544 MiB, 275.19 W, 2910 MHz, 54
2026/09/13 18:28:45.309, 0 %, 2016 MiB, 275.19 W, 2910 MHz, 54
2026/09/13 18:28:45.559, 17 %, 4576 MiB, 117.09 W, 2910 MHz, 53
2026/09/13 18:28:45.809, 17 %, 6976 MiB, 117.09 W, 2910 MHz, 53
2026/09/13 18:28:46.059, 25 %, 10304 MiB, 94.51 W, 2910 MHz, 53
2026/09/13 18:28:46.309, 25 %, 10400 MiB, 94.51 W, 2910 MHz, 53
2026/09/13 18:28:46.559, 52 %, 10400 MiB, 122.25 W, 2910 MHz, 59
2026/09/13 18:28:46.809, 52 %, 10400 MiB, 122.25 W, 2910 MHz, 59
2026/09/13 18:28:47.060, 99 %, 10400 MiB, 288.31 W, 2902 MHz, 61
2026/09/13 18:28:47.310, 99 %, 10400 MiB, 288.31 W, 2902 MHz, 61
2026/09/13 18:28:47.560, 99 %, 10400 MiB, 423.38 W, 2865 MHz, 64
2026/09/13 18:28:47.810, 99 %, 10397 MiB, 423.38 W, 2880 MHz, 64
2026/09/13 18:28:48.060, 0 %, 508 MiB, 383.73 W, 2880 MHz, 55
2026/09/13 18:28:48.310, 0 %, 544 MiB, 206.44 W, 2910 MHz, 54
2026/09/13 18:28:48.561, 0 %, 1344 MiB, 206.44 W, 2910 MHz, 54
2026/09/13 18:28:48.811, 26 %, 3776 MiB, 97.80 W, 2910 MHz, 53
2026/09/13 18:28:49.061, 26 %, 6208 MiB, 97.80 W, 2910 MHz, 53
2026/09/13 18:28:49.311, 62 %, 10304 MiB, 103.12 W, 2910 MHz, 54
2026/09/13 18:28:49.561, 62 %, 10400 MiB, 103.12 W, 2910 MHz, 54
2026/09/13 18:28:49.812, 99 %, 10400 MiB, 172.11 W, 2872 MHz, 60
2026/09/13 18:28:50.062, 99 %, 10400 MiB, 172.11 W, 2872 MHz, 60
2026/09/13 18:28:50.312, 99 %, 10400 MiB, 333.51 W, 2902 MHz, 61
