timestamp, index, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz]
2026/09/23 00:08:33.055, 0, 0 %, 2 MiB, 65.83 W, 2610 MHz
2026/09/23 00:08:33.058, 1, 0 %, 2 MiB, 61.34 W, 2610 MHz
2026/09/23 00:08:33.312, 0, 0 %, 2 MiB, 76.69 W, 2610 MHz
2026/09/23 00:08:33.313, 1, 100 %, 2 MiB, 67.30 W, 2610 MHz
2026/09/23 00:08:33.563, 0, 0 %, 2 MiB, 76.69 W, 2610 MHz
2026/09/23 00:08:33.563, 1, 100 %, 2 MiB, 67.30 W, 2610 MHz
2026/09/23 00:08:33.813, 0, 0 %, 2 MiB, 75.42 W, 2610 MHz
2026/09/23 00:08:33.813, 1, 0 %, 2 MiB, 71.76 W, 2610 MHz
2026/09/23 00:08:34.063, 0, 0 %, 2 MiB, 75.42 W, 2610 MHz
2026/09/23 00:08:34.063, 1, 0 %, 2 MiB, 71.76 W, 2610 MHz
2026/09/23 00:08:34.313, 0, 0 %, 2 MiB, 69.00 W, 2610 MHz
2026/09/23 00:08:34.313, 1, 0 %, 2 MiB, 63.07 W, 2610 MHz
2026/09/23 00:08:34.563, 0, 0 %, 2 MiB, 69.00 W, 2610 MHz
2026/09/23 00:08:34.564, 1, 0 %, 2 MiB, 63.07 W, 2610 MHz
2026/09/23 00:08:34.814, 0, 0 %, 2 MiB, 69.00 W, 2610 MHz
2026/09/23 00:08:34.814, 1, 0 %, 2 MiB, 63.07 W, 2610 MHz
2026/09/23 00:08:35.064, 0, 0 %, 2 MiB, 69.00 W, 2610 MHz
2026/09/23 00:08:35.064, 1, 0 %, 2 MiB, 63.07 W, 2610 MHz
2026/09/23 00:08:35.314, 0, 0 %, 2 MiB, 52.42 W, 1095 MHz
2026/09/23 00:08:35.314, 1, 0 %, 2 MiB, 50.77 W, 705 MHz
2026/09/23 00:08:35.564, 0, 0 %, 2 MiB, 52.42 W, 1095 MHz
2026/09/23 00:08:35.565, 1, 0 %, 2 MiB, 50.77 W, 705 MHz
2026/09/23 00:08:35.815, 0, 0 %, 2 MiB, 52.42 W, 1095 MHz
2026/09/23 00:08:35.815, 1, 0 %, 2 MiB, 50.77 W, 705 MHz
2026/09/23 00:08:36.065, 0, 0 %, 2 MiB, 52.42 W, 1095 MHz
2026/09/23 00:08:36.065, 1, 0 %, 2 MiB, 50.77 W, 705 MHz
2026/09/23 00:08:36.315, 0, 0 %, 2 MiB, 47.80 W, 180 MHz
2026/09/23 00:08:36.315, 1, 0 %, 2 MiB, 44.55 W, 180 MHz
2026/09/23 00:08:36.565, 0, 0 %, 2 MiB, 47.80 W, 180 MHz
2026/09/23 00:08:36.565, 1, 0 %, 2 MiB, 44.55 W, 180 MHz
2026/09/23 00:08:36.815, 0, 0 %, 2 MiB, 47.80 W, 180 MHz
2026/09/23 00:08:36.815, 1, 0 %, 2 MiB, 44.55 W, 180 MHz
2026/09/23 00:08:37.066, 0, 0 %, 2 MiB, 47.80 W, 180 MHz
2026/09/23 00:08:37.066, 1, 0 %, 2 MiB, 44.55 W, 180 MHz
