2026/08/13 10:34:33.345, 0, P8, 51, 10.74, [N/A], 210, 49, 23936, 0
2026/08/13 10:34:33.608, 0, P8, 51, 9.51, [N/A], 210, 63, 23921, 0
2026/08/13 10:34:33.859, 0, P8, 51, 9.51, [N/A], 210, 344, 23640, 0
2026/08/13 10:34:34.110, 0, P0, 51, 26.19, [N/A], 210, 1208, 22776, 0
2026/08/13 10:34:34.362, 0, P0, 51, 26.19, [N/A], 210, 1912, 22072, 0
2026/08/13 10:34:34.613, 0, P0, 51, 26.46, [N/A], 1192, 2680, 21304, 12
2026/08/13 10:34:34.865, 0, P0, 51, 26.46, [N/A], 1192, 3384, 20600, 12
2026/08/13 10:34:35.116, 0, P0, 51, 26.50, [N/A], 1192, 4088, 19896, 10
2026/08/13 10:34:35.367, 0, P0, 51, 26.50, [N/A], 1192, 4824, 19160, 10
2026/08/13 10:34:35.619, 0, P0, 51, 26.36, [N/A], 1192, 5560, 18424, 12
2026/08/13 10:34:35.870, 0, P0, 51, 26.36, [N/A], 1192, 6264, 17720, 12
2026/08/13 10:34:36.121, 0, P0, 51, 26.40, [N/A], 1192, 7032, 16952, 12
2026/08/13 10:34:36.373, 0, P0, 51, 26.40, [N/A], 1192, 7768, 16216, 12
2026/08/13 10:34:36.624, 0, P0, 51, 26.47, [N/A], 1192, 8440, 15544, 11
2026/08/13 10:34:36.875, 0, P0, 51, 26.47, [N/A], 1192, 9176, 14808, 11
2026/08/13 10:34:37.127, 0, P0, 51, 26.48, [N/A], 1192, 9880, 14104, 10
2026/08/13 10:34:37.378, 0, P0, 51, 26.48, [N/A], 1192, 10552, 13432, 10
2026/08/13 10:34:37.633, 0, P0, 52, 26.43, [N/A], 1192, 11192, 12792, 12
2026/08/13 10:34:37.885, 0, P0, 52, 26.43, [N/A], 1192, 11928, 12056, 12
2026/08/13 10:34:38.136, 0, P0, 52, 26.43, [N/A], 1192, 12600, 11384, 12
2026/08/13 10:34:38.387, 0, P0, 52, 26.43, [N/A], 1192, 13304, 10680, 12
2026/08/13 10:34:38.638, 0, P0, 52, 26.41, [N/A], 1192, 13976, 10008, 9
2026/08/13 10:34:38.890, 0, P0, 52, 26.41, [N/A], 1192, 14488, 9496, 9
2026/08/13 10:34:39.141, 0, P0, 52, 26.35, [N/A], 1192, 14488, 9496, 4
2026/08/13 10:34:39.392, 0, P0, 52, 26.35, [N/A], 1192, 14488, 9496, 4
2026/08/13 10:34:39.643, 0, P0, 52, 25.82, [N/A], 1192, 15640, 8344, 0
2026/08/13 10:34:39.894, 0, P0, 52, 25.82, [N/A], 1192, 15768, 8216, 0
2026/08/13 10:34:40.146, 0, P0, 55, 34.27, [N/A], 1192, 15832, 8152, 100
2026/08/13 10:34:40.399, 0, P0, 55, 34.27, [N/A], 1192, 15864, 8120, 100
2026/08/13 10:34:40.651, 0, P0, 55, 70.12, [N/A], 1057, 15864, 8120, 100
2026/08/13 10:34:40.904, 0, P0, 55, 70.12, [N/A], 1057, 15864, 8120, 100
2026/08/13 10:34:41.157, 0, P0, 55, 97.59, [N/A], 1020, 16696, 7288, 100
2026/08/13 10:34:41.410, 0, P0, 55, 97.59, [N/A], 1020, 16892, 7092, 100
2026/08/13 10:34:41.663, 0, P0, 55, 94.59, [N/A], 1057, 16892, 7092, 100
