timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/24 07:44:56.222, 29, 15.80 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/24 07:44:56.480, 29, 15.77 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/24 07:44:56.743, 29, 15.77 W, 180 MHz, 405 MHz, 596 MiB, 0 %
2026/09/24 07:44:56.993, 30, 25.73 W, 1740 MHz, 13365 MHz, 1460 MiB, 0 %
2026/09/24 07:44:57.244, 30, 25.73 W, 1740 MHz, 13365 MHz, 1908 MiB, 0 %
2026/09/24 07:44:57.494, 31, 58.53 W, 2617 MHz, 13365 MHz, 2612 MiB, 9 %
2026/09/24 07:44:57.744, 31, 58.53 W, 2617 MHz, 13365 MHz, 3348 MiB, 9 %
2026/09/24 07:44:57.994, 31, 84.82 W, 2617 MHz, 13365 MHz, 4052 MiB, 8 %
2026/09/24 07:44:58.245, 31, 84.82 W, 2617 MHz, 13365 MHz, 4788 MiB, 8 %
2026/09/24 07:44:58.495, 31, 84.98 W, 2617 MHz, 13365 MHz, 5492 MiB, 7 %
2026/09/24 07:44:58.745, 31, 84.98 W, 2617 MHz, 13365 MHz, 6196 MiB, 7 %
2026/09/24 07:44:58.995, 31, 84.91 W, 2617 MHz, 13365 MHz, 6932 MiB, 8 %
2026/09/24 07:44:59.246, 31, 84.91 W, 2617 MHz, 13365 MHz, 7636 MiB, 8 %
2026/09/24 07:44:59.496, 32, 84.96 W, 2617 MHz, 13365 MHz, 8340 MiB, 9 %
2026/09/24 07:44:59.746, 32, 85.11 W, 2617 MHz, 13365 MHz, 9108 MiB, 9 %
2026/09/24 07:44:59.996, 32, 85.11 W, 2617 MHz, 13365 MHz, 9812 MiB, 9 %
2026/09/24 07:45:00.247, 32, 85.06 W, 2617 MHz, 13365 MHz, 10548 MiB, 9 %
2026/09/24 07:45:00.497, 32, 85.06 W, 2617 MHz, 13365 MHz, 11252 MiB, 9 %
2026/09/24 07:45:00.747, 32, 84.77 W, 2617 MHz, 13365 MHz, 11924 MiB, 9 %
