#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    16:18:40       0     32     26      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    16:18:41       0     75     30      -      2      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:42       0     88     28      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:43       0     87     28      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:18:44       0     85     28      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:18:45       0     85     28      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:18:46       0     88     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:18:47       0     88     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:18:48       0     87     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:49       0     87     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:18:50       0     88     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:51       0     88     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:52       0     88     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:53       0     87     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:54       0     86     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:55       0     87     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:56       0     87     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:57       0     86     29      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:18:58       0     86     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:18:59       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:00       0     87     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:01       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:19:02       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:04       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:19:05       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:19:06       0     87     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:07       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:19:08       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:09       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:10       0     87     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:11       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:12       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:13       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:14       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    16:19:15       0     87     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:16       0     87     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:17       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:18       0     86     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:19       0     93     30      -      0      0      0      0      0      0  12481   2407    755    754      0 
 20260812    16:19:20       0     88     30      -      0      0      0      0      0      0  12481   2407    757    756      0 
 20260812    16:19:21       0     88     30      -      0      0      0      0      0      0  12481   2407    757    756      0 
 20260812    16:19:22       0     88     30      -      0      0      0      0      0      0  12481   2407    757    756      0 
 20260812    16:19:23       0     88     30      -      0      0      0      0      0      0  12481   2407    757    756      0 
 20260812    16:19:24       0     88     30      -      0      0      0      0      0      0  12481   2407    757    756      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    16:19:25       0     87     30      -      0      0      0      0      0      0  12481   2407    757    756      0 
 20260812    16:19:26       0     87     30      -      0      0      0      0      0      0  12481   2407    757    756      0 
 20260812    16:19:27       0     86     30      -      0      0      0      0      0      0  12481   2407    757    756      0 
 20260812    16:19:28       0     86     30      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    16:19:29       0     87     31      -      0      0      0      0      0      0  12481   2407    757    756      0 
 20260812    16:19:30       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
