procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 111002780 1195576 305597928    0    0    58  1235 1676    0  1  0 99  0  0  0
 1  0      0 110666100 1195576 305606016    0    0     0   104 2980 2522  1  1 98  0  0  0
 1  0      0 110412652 1195576 305606168    0    0     0     0 2010 1991  2  0 98  0  0  0
 2  0      0 110412652 1195576 305606168    0    0     0     0 1988 1997  2  0 98  0  0  0
 1  0      0 110412652 1195576 305606168    0    0     0     0 2025 2012  2  0 98  0  0  0
 1  0      0 110412748 1195584 305606160    0    0     0    36 2080 2114  2  0 98  0  0  0
 1  0      0 110412748 1195584 305606164    0    0     0     0 2026 2041  2  0 98  0  0  0
 1  0      0 110412748 1195584 305606164    0    0     0    28 2003 1995  2  0 98  0  0  0
 1  0      0 110412748 1195584 305606164    0    0     0     0 2018 1997  2  0 98  0  0  0
 1  0      0 110412748 1195584 305606164    0    0     0     0 2123 2160  2  0 98  0  0  0
 1  0      0 110412748 1195584 305606172    0    0     0     4 2031 2014  2  0 98  0  0  0
 1  0      0 110414620 1195592 305606172    0    0     0    28 2011 2012  2  0 98  0  0  0
 1  0      0 110407060 1195592 305606172    0    0     0     0 2009 2002  2  0 98  0  0  0
 1  0      0 110406808 1195592 305606172    0    0     0     0 2080 2103  2  0 98  0  0  0
 2  0      0 110406304 1195592 305606172    0    0     0     0 2007 2002  2  0 98  0  0  0
 1  0      0 110404792 1195592 305606172    0    0     0     0 1993 1989  2  0 98  0  0  0
 1  0      0 110403280 1195600 305606164    0    0     0    16 2014 2013  2  0 98  0  0  0
 1  0      0 110402272 1195600 305606176    0    0     0     0 2057 2089  2  0 98  0  0  0
 1  0      0 110400256 1195600 305606176    0    0     0     0 2010 1999  2  0 98  0  0  0
 1  0      0 110398744 1195600 305606176    0    0     0     0 2001 1993  2  0 98  0  0  0
 1  0      0 110398240 1195600 305606176    0    0     0     4 2012 2006  2  0 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 110396728 1195608 305606168    0    0     0    24 2063 2097  2  0 98  0  0  0
 1  0      0 110395216 1195608 305606168    0    0     0     0 2004 1981  2  0 98  0  0  0
 1  0      0 110394208 1195608 305606168    0    0     0     0 1997 2007  2  0 98  0  0  0
 1  0      0 110392696 1195608 305606168    0    0     0     0 2008 2012  2  0 98  0  0  0
 1  0      0 110393216 1195608 305606168    0    0     0     0 2062 2080  2  0 98  0  0  0
 1  0      0 110393216 1195616 305606160    0    0     0    16 1999 2001  2  0 98  0  0  0
 1  0      0 110393216 1195616 305606160    0    0     0     0 2007 1997  2  0 98  0  0  0
 1  0      0 110392208 1195616 305606160    0    0     0     0 2008 1997  2  0 98  0  0  0
 1  0      0 110390696 1195616 305606160    0    0     0     0 2062 2091  2  0 98  0  0  0
 1  0      0 110389184 1195616 305606160    0    0     0     0 1995 1978  2  0 98  0  0  0
 1  0      0 110388176 1195624 305606152    0    0     0    16 1998 2007  2  0 98  0  0  0
 1  0      0 110388544 1195624 305606152    0    0     0     0 1999 2001  2  0 98  0  0  0
 1  0      0 110386528 1195624 305606152    0    0     0     0 2070 2103  2  0 98  0  0  0
 1  0      0 110386024 1195624 305606152    0    0     0     0 2014 2001  2  0 98  0  0  0
 1  0      0 110384512 1195624 305606152    0    0     0    48 1999 1998  2  0 98  0  0  0
 1  0      0 110383000 1195632 305606144    0    0     0    68 2028 2053  2  0 98  0  0  0
 1  0      0 110381992 1195632 305606144    0    0     0     0 2060 2079  2  0 98  0  0  0
 1  0      0 110411728 1195632 305606144    0    0     0    20 2001 2007  2  0 98  0  0  0
 1  0      0 110415816 1195632 305606184    0    0     0     0 2186 2324  2  0 98  0  0  0
 1  0      0 110415816 1195632 305606188    0    0     0     0 2027 1994  2  0 98  0  0  0
 1  0      0 110415816 1195640 305606180    0    0     0    16 2050 2088  2  0 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 110415816 1195640 305606184    0    0     0     0 2004 1990  2  0 98  0  0  0
 1  0      0 110415816 1195640 305606184    0    0     0     0 2027 2021  2  0 98  0  0  0
 1  0      0 110415816 1195640 305606184    0    0     0     0 2025 2033  2  0 98  0  0  0
 1  0      0 110415816 1195640 305606184    0    0     0     0 2064 2091  2  0 98  0  0  0
 1  0      0 110415816 1195648 305606176    0    0     0    16 2018 1998  2  0 98  0  0  0
 1  0      0 110415816 1195648 305606176    0    0     0     0 1990 1992  2  0 98  0  0  0
 1  0      0 110415816 1195648 305606176    0    0     0     0 2049 2005  2  0 98  0  0  0
 1  0      0 110408148 1195648 305606192    0    0     0     0 2077 2110  2  0 98  0  0  0
 1  0      0 110408148 1195648 305606192    0    0     0     0 2011 1986  2  0 98  0  0  0
 1  0      0 110408148 1195648 305606192    0    0     0     0 1997 1988  2  0 98  0  0  0
 1  0      0 110408148 1195656 305606184    0    0     0    16 2005 1995  2  0 98  0  0  0
 1  0      0 110409156 1195656 305606184    0    0     0     0 2067 2095  2  0 98  0  0  0
 1  0      0 110409596 1195656 305606184    0    0     0     0 2000 1999  2  0 98  0  0  0
 1  0      0 110410332 1195656 305606184    0    0     0     0 1994 1985  2  0 98  0  0  0
 1  0      0 110410476 1195656 305606184    0    0     0     0 2007 2000  2  0 98  0  0  0
 1  0      0 110410336 1195664 305606176    0    0     0    16 2078 2103  2  0 98  0  0  0
 1  0      0 110410336 1195664 305606176    0    0     0     0 2016 2003  2  0 98  0  0  0
 1  0      0 110410336 1195664 305606176    0    0     0     0 2018 2007  2  0 98  0  0  0
 1  0      0 110409076 1195664 305606176    0    0     0     0 2013 1997  2  0 98  0  0  0
 1  0      0 110407564 1195664 305606200    0    0     0     0 2056 2090  2  0 98  0  0  0
 1  0      0 110406052 1195672 305606200    0    0     0    16 2002 1999  2  0 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 110405044 1195672 305606200    0    0     0     0 2000 1996  2  0 98  0  0  0
 1  0      0 110403532 1195672 305606200    0    0     0     0 2015 2012  2  0 98  0  0  0
 1  0      0 110401516 1195672 305606200    0    0     0     0 2067 2082  2  0 98  0  0  0
 1  0      0 110401012 1195672 305606204    0    0     0    28 2034 2053  2  0 98  0  0  0
 1  0      0 110399500 1195680 305606196    0    0     0    24 2004 2001  2  0 98  0  0  0
 1  0      0 110397988 1195680 305606196    0    0     0     0 2008 1988  2  0 98  0  0  0
 1  0      0 110396980 1195680 305606204    0    0     0     0 2074 2106  2  0 98  0  0  0
 1  0      0 110395468 1195680 305606204    0    0     0     0 2010 1989  2  0 98  0  0  0
 1  0      0 110395468 1195680 305606204    0    0     0     4 1992 2001  2  0 98  0  0  0
 1  0      0 110395468 1195688 305606196    0    0     0    24 2014 2013  2  0 98  0  0  0
 1  0      0 110395468 1195688 305606196    0    0     0     0 2067 2093  2  0 98  0  0  0
 1  0      0 110395468 1195688 305606196    0    0     0     0 2002 1995  2  0 98  0  0  0
 1  0      0 110352124 1195688 305606196    0    0     0     0 2021 1999  2  0 98  0  0  0
 1  0      0 110352124 1195688 305606196    0    0     0     0 2019 2005  2  0 98  0  0  0
 1  0      0 110352124 1195696 305606188    0    0     0    16 2059 2094  2  0 98  0  0  0
 1  0      0 110352124 1195696 305606188    0    0     0     0 2002 1983  2  0 98  0  0  0
 1  0      0 110352124 1195696 305606188    0    0     0     0 1994 1991  2  0 98  0  0  0
 1  0      0 110352124 1195696 305606188    0    0     0     0 2015 1996  2  0 98  0  0  0
 1  0      0 110352124 1195696 305606188    0    0     0     0 2063 2083  2  0 98  0  0  0
