#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    14:38:50       0     32     35      -      0      0      0      0      0      0    405    180      0      0      0      1     13 
 20260812    14:38:51       0     62     37      -     10      1      0      0      0      0  12481   2392   1555   1554      0   2640    230 
 20260812    14:38:52       0     92     36      -      5      0      0      0      0      0  12481   2392   4211   4210      0   1747    135 
 20260812    14:38:53       0     92     36      -      5      0      0      0      0      0  12481   2392   6835   6834      0   2640    230 
 20260812    14:38:54       0     92     36      -      5      0      0      0      0      0  12481   2392   9459   9458      0   2640    231 
 20260812    14:38:55       0     92     36      -      5      0      0      0      0      0  12481   2392  12115  12114      0   2640    230 
 20260812    14:38:56       0     92     36      -      5      0      0      0      0      0  12481   2392  14739  14738      0      0      2 
 20260812    14:38:57       0     94     36      -      0      0      0      0      0      0  12481   2392  19507  19506      0      8      5 
 20260812    14:38:58       0    476     49      -    100     38      0      0      0      0  12481   2422  19507  19506      0      4      1 
 20260812    14:38:59       0    371     43      -    100     87      0      0      0      0  12481   2422  19507  19506      0    141     74 
 20260812    14:39:00       0    465     51      -    100     37      0      0      0      0  12481   2422  19507  19506      0      4      3 
 20260812    14:39:01       0    377     45      -    100     87      0      0      0      0  12481   2422  19507  19506      0    146     32 
 20260812    14:39:02       0    454     52      -    100     38      0      0      0      0  12481   2422  19731  19730      0      4      2 
 20260812    14:39:03       0    387     46      -    100     87      0      0      0      0  12481   2422  19731  19730      0    145     33 
 20260812    14:39:04       0    442     53      -    100     38      0      0      0      0  12481   2422  20019  20018      0      4      2 
 20260812    14:39:05       0    400     47      -    100     87      0      0      0      0  12481   2422  20019  20018      0    141     33 
 20260812    14:39:06       0    431     53      -    100     36      0      0      0      0  12481   2422  20307  20306      0      6      3 
 20260812    14:39:08       0    412     48      -    100     87      0      0      0      0  12481   2422  20307  20306      0    143     33 
 20260812    14:39:09       0    423     54      -    100     38      0      0      0      0  12481   2422  20595  20594      0      3      2 
 20260812    14:39:10       0    426     48      -    100     87      0      0      0      0  12481   2422  20595  20594      0    146     32 
 20260812    14:39:11       0    413     55      -    100     35      0      0      0      0  12481   2422  20883  20882      0      4      2 
