
NOTICE: Existing SQLite export found: diet-census.sqlite
        It is assumed file was previously exported from: diet-census.nsys-rep
        Consider using --force-export=true if needed.

Processing [diet-census.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-x64/reports/cuda_api_sum.py]... 
Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
73.9,29542360,16,1846397.5,604347.0,22320,9997879,2876682.5,cuModuleLoadData
24.8,9934588,3,3311529.3,91572.0,88781,9754235,5579547.0,cuMemAllocAsync
0.6,258333,5,51666.6,21690.0,8380,188943,77122.9,cuStreamCreate
0.3,115712,419,276.2,250.0,100,1030,145.8,cuGetProcAddress_v2
0.2,74621,4,18655.3,18595.5,220,37210,21069.9,cuDeviceGetDefaultMemPool
0.0,16430,2,8215.0,8215.0,3820,12610,6215.5,cuCtxSynchronize
0.0,15401,4,3850.3,3195.0,2311,6700,1997.1,cuInit
0.0,8630,8,1078.8,240.0,100,6070,2045.2,cuMemPoolSetAttribute
0.0,8571,4,2142.8,1170.0,600,5631,2346.7,cuEventCreate
0.0,7810,2,3905.0,3905.0,3890,3920,21.2,cuCtxSetCurrent
0.0,6020,4,1505.0,1170.0,460,3220,1267.5,cudaGetDriverEntryPoint
0.0,190,1,190.0,190.0,190,190,0.0,cuModuleGetLoadingMode

