timestamp, uuid, name, index, memory.total [MiB], memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/20 01:13:33.681, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 0 MiB, 0 %, 34.98 W, 180 MHz, 28
2026/09/20 01:13:33.687, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.08 W, 180 MHz, 28
2026/09/20 01:13:33.691, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.31 W, 180 MHz, 27
2026/09/20 01:13:33.694, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.48 W, 180 MHz, 28
2026/09/20 01:13:33.947, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 22 MiB, 0 %, 34.96 W, 285 MHz, 28
2026/09/20 01:13:33.948, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.97 W, 180 MHz, 28
2026/09/20 01:13:33.949, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.48 W, 180 MHz, 27
2026/09/20 01:13:33.950, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.82 W, 180 MHz, 28
2026/09/20 01:13:34.201, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 595 MiB, 1 %, 43.37 W, 285 MHz, 29
2026/09/20 01:13:34.201, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.82 W, 180 MHz, 28
2026/09/20 01:13:34.201, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.39 W, 180 MHz, 27
