timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 03:03:07.139, 30, 9.63 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/26 03:03:07.393, 30, 9.63 W, 180 MHz, 405 MHz, 40 MiB, 0 %
2026/09/26 03:03:07.643, 31, 22.08 W, 180 MHz, 405 MHz, 1460 MiB, 0 %
2026/09/26 03:03:07.894, 31, 22.08 W, 180 MHz, 405 MHz, 2516 MiB, 0 %
2026/09/26 03:03:08.144, 31, 40.06 W, 2625 MHz, 13365 MHz, 3604 MiB, 14 %
2026/09/26 03:03:08.394, 31, 40.06 W, 2625 MHz, 13365 MHz, 4660 MiB, 14 %
2026/09/26 03:03:08.644, 31, 79.60 W, 2625 MHz, 13365 MHz, 5812 MiB, 15 %
2026/09/26 03:03:08.894, 31, 79.60 W, 2625 MHz, 13365 MHz, 6868 MiB, 15 %
2026/09/26 03:03:09.144, 31, 79.59 W, 2625 MHz, 13365 MHz, 7924 MiB, 15 %
2026/09/26 03:03:09.394, 31, 79.59 W, 2625 MHz, 13365 MHz, 9076 MiB, 15 %
2026/09/26 03:03:09.644, 31, 79.56 W, 2625 MHz, 13365 MHz, 10132 MiB, 13 %
2026/09/26 03:03:09.894, 31, 79.56 W, 2625 MHz, 13365 MHz, 11188 MiB, 13 %
2026/09/26 03:03:10.144, 31, 79.57 W, 2625 MHz, 13365 MHz, 12340 MiB, 15 %
2026/09/26 03:03:10.394, 31, 79.57 W, 2625 MHz, 13365 MHz, 13396 MiB, 15 %
2026/09/26 03:03:10.644, 31, 79.49 W, 2625 MHz, 13365 MHz, 14484 MiB, 14 %
2026/09/26 03:03:10.895, 31, 79.49 W, 2625 MHz, 13365 MHz, 14740 MiB, 14 %
2026/09/26 03:03:11.145, 31, 78.95 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:11.395, 31, 78.95 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:11.645, 31, 77.71 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:11.895, 31, 77.71 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:12.145, 31, 77.62 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:12.395, 31, 77.62 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:12.645, 31, 77.62 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:12.895, 31, 77.62 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:13.145, 31, 76.60 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:13.395, 31, 76.60 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:13.645, 31, 76.60 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:13.896, 31, 76.60 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:14.146, 32, 76.44 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:14.396, 32, 76.44 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:14.646, 32, 76.44 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:14.896, 32, 76.44 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:15.146, 32, 76.45 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:15.396, 32, 76.45 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:15.646, 32, 76.45 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:15.896, 32, 76.45 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:16.146, 32, 76.41 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:16.396, 32, 76.41 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:16.647, 32, 76.41 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:16.897, 32, 76.41 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:17.147, 32, 76.42 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 03:03:17.397, 32, 76.42 W, 2617 MHz, 13365 MHz, 15892 MiB, 0 %
2026/09/26 03:03:17.648, 38, 113.76 W, 2700 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 03:03:17.898, 38, 113.76 W, 2700 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 03:03:18.148, 39, 313.65 W, 2842 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 03:03:18.398, 39, 313.65 W, 2842 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 03:03:18.648, 41, 411.68 W, 2850 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 03:03:18.898, 41, 411.68 W, 2850 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 03:03:19.148, 41, 424.14 W, 2857 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 03:03:19.398, 41, 424.14 W, 2857 MHz, 13365 MHz, 16212 MiB, 100 %
