vision_model.transformer.resblocks.12.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.12.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.12.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.12.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.12.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.12.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.12.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.12.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.12.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.12.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.12.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.13.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.13.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.13.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.13.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.13.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.13.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.13.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.13.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.13.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.13.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.13.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.13.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.13.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.13.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.14.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.14.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.14.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.14.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.14.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.14.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.14.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.14.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.14.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.14.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.14.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.14.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.14.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.14.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.15.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.15.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.15.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.15.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.15.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.15.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.15.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.15.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.15.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.15.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.15.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.15.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.15.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.15.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.16.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.16.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.16.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.16.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.16.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.16.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.16.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.16.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.16.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.16.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.16.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.16.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.16.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.16.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.17.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.17.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.17.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.17.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.17.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.17.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.17.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.17.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.17.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.17.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.17.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.17.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.17.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.17.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.18.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.18.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.18.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.18.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.18.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.18.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.18.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.18.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.18.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.18.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.18.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.18.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.18.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.18.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.19.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.19.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.19.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.19.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.19.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.19.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.19.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.19.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.19.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.19.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.19.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.19.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.19.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.19.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.2.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.2.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.2.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.2.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.2.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.2.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.2.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.2.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.2.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.2.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.2.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.2.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.2.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.2.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.20.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.20.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.20.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.20.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.20.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.20.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.20.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.20.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.20.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.20.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.20.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.20.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.20.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.20.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.21.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.21.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.21.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.21.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.21.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.21.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.21.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.21.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.21.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.21.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.21.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.21.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.21.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.21.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.22.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.22.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.22.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.22.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.22.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.22.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.22.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.22.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.22.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.22.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.22.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.22.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.22.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.22.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.23.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.23.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.23.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.23.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.23.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.23.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.23.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.23.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.23.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.23.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.23.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.23.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.23.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.23.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.24.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.24.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.24.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.24.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.24.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.24.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.24.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.24.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.24.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.24.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.24.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.24.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.24.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.24.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.25.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.25.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.25.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.25.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.25.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.25.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.25.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.25.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.25.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.25.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.25.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.25.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.25.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.25.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.26.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.26.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.26.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.26.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.26.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.26.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.26.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.26.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.26.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.26.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.26.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.26.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.26.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.26.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.27.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.27.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.27.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.27.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.27.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.27.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.27.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.27.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.27.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.27.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.27.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.27.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.27.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.27.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.28.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.28.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.28.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.28.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.28.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.28.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.28.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.28.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.28.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.28.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.28.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.28.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.28.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.28.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.29.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.29.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.29.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.29.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.29.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.29.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.29.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.29.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.29.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.29.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.29.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.29.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.29.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.29.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.3.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.3.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.3.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.3.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.3.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.3.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.3.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.3.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.3.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.3.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.3.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.3.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.3.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.3.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.30.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.30.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.30.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.30.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.30.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.30.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.30.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.30.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.30.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.30.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.30.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.30.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.30.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.30.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.31.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.31.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.31.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.31.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.31.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.31.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.31.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.31.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.31.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.31.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.31.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.31.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.31.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.31.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.32.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.32.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.32.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.32.attn.out_proj.weight	BF16	[1536, 1536]
vision_model.transformer.resblocks.32.ln_1.bias	BF16	[1536]
vision_model.transformer.resblocks.32.ln_1.weight	BF16	[1536]
vision_model.transformer.resblocks.32.ln_2.bias	BF16	[1536]
vision_model.transformer.resblocks.32.ln_2.weight	BF16	[1536]
vision_model.transformer.resblocks.32.ls_1.gamma	BF16	[1536]
vision_model.transformer.resblocks.32.ls_2.gamma	BF16	[1536]
vision_model.transformer.resblocks.32.mlp.c_fc.bias	BF16	[8960]
vision_model.transformer.resblocks.32.mlp.c_fc.weight	BF16	[8960, 1536]
vision_model.transformer.resblocks.32.mlp.c_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.32.mlp.c_proj.weight	BF16	[1536, 8960]
vision_model.transformer.resblocks.33.attn.in_proj_bias	BF16	[4608]
vision_model.transformer.resblocks.33.attn.in_proj_weight	BF16	[4608, 1536]
vision_model.transformer.resblocks.33.attn.out_proj.bias	BF16	[1536]
vision_model.transformer.resblocks.33.attn.out_proj.weight	BF16	[1536, 1536]
