procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 33779984 1581848 382300676    0    0    67  1331 1721    0  1  0 99  0  0  0
 1  0      0 32942320 1581848 382308764    0    0     0     0 5452 3844  0  2 97  0  0  0
 1  0      0 32524196 1581848 382308932    0    0     0     0 3034 2637  1  1 98  0  0  0
 2  0      0 32501664 1581848 382308932    0    0     0     0 3180 2765  1  1 98  0  0  0
 1  0      0 32538564 1581848 382308932    0    0     0     0 4704 2984  1  2 97  0  0  0
 1  0      0 32528008 1581856 382308924    0    0     0    52 3288 2732  1  1 98  0  0  0
 1  0      0 32498800 1581856 382308936    0    0     0     0 3190 2794  1  1 98  0  0  0
 0  0      0 32469204 1581856 382308936    0    0     0     0 2955 2615  1  1 98  0  0  0
 1  0      0 32477756 1581856 382308952    0    0     0     0 3634 2886  1  1 98  0  0  0
 2  0      0 32469884 1581856 382308956    0    0     0     0 3036 2368  2  1 97  0  0  0
 1  0      0 32511648 1581856 382308960    0    0     0    32 3186 2437  1  1 98  0  0  0
 1  0      0 32504192 1581856 382308960    0    0     0     0 2931 2446  1  1 98  0  0  0
 1  0      0 32499020 1581856 382308972    0    0     0     0 3117 2496  2  1 98  0  0  0
 1  0      0 32484588 1581856 382308972    0    0     0     0 2867 2343  1  1 98  0  0  0
 2  0      0 32495360 1581856 382308972    0    0     0     0 3070 2456  1  1 98  0  0  0
 1  0      0 32543744 1581856 382308976    0    0     0    16 3179 2493  2  1 97  0  0  0
 1  0      0 32548708 1581856 382308968    0    0     0     0 3416 2723  2  1 98  0  0  0
 1  0      0 32540780 1581856 382308964    0    0     0    56 3108 2449  1  1 98  0  0  0
 1  0      0 32531884 1581856 382308968    0    0     0     0 2991 2406  1  1 98  0  0  0
 2  0      0 32557484 1581856 382308968    0    0     0     0 3075 2355  2  1 98  0  0  0
 2  0      0 32522544 1581864 382308960    0    0     0    16 3274 2525  1  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 32545836 1581864 382308972    0    0     0     0 3152 2460  1  1 98  0  0  0
 1  0      0 32546896 1581864 382308976    0    0     0     4 3051 2418  2  1 98  0  0  0
 1  0      0 32516112 1581864 382308976    0    0     0    40 2998 2363  2  1 98  0  0  0
 1  0      0 32501200 1581864 382308984    0    0     0     4 5496 3330  2  1 97  0  0  0
 1  0      0 32506040 1581864 382308984    0    0     0    72 3230 2868  2  1 98  0  0  0
 1  0      0 32507396 1581864 382308988    0    0     0    44 3123 2395  2  1 97  0  0  0
 1  0      0 32527880 1581864 382308988    0    0     0     0 3109 2454  1  1 98  0  0  0
 1  0      0 32531240 1581864 382308988    0    0     0     0 3237 2509  1  1 98  0  0  0
 1  0      0 32530076 1581864 382308992    0    0     0     0 3111 2431  2  1 98  0  0  0
 1  0      0 32541232 1581864 382308996    0    0     0     0 3113 2361  1  1 98  0  0  0
 2  0      0 32498652 1581868 382309000    0    0     0    16 3267 2465  1  1 98  0  0  0
 1  0      0 32473512 1581868 382309004    0    0     0  9388 3262 2701  2  1 97  0  0  0
 1  0      0 32477292 1581868 382309004    0    0     0     0 3122 2416  2  1 98  0  0  0
 1  0      0 32453288 1581868 382309012    0    0     0     0 6089 4147  2  1 97  0  0  0
 1  0      0 32425320 1581868 382309020    0    0     0     0 5655 4892  2  1 97  0  0  0
 1  0      0 32437480 1581876 382309024    0    0     0    24 6229 5002  2  1 97  0  0  0
 3  0      0 32455952 1581876 382309024    0    0     0     0 6266 4781  2  1 96  0  0  0
 1  0      0 32454616 1581876 382309024    0    0     0     0 6007 4922  2  1 97  0  0  0
 2  0      0 32471032 1581876 382309024    0    0     0     0 4981 4847  2  1 97  0  0  0
 1  0      0 32463876 1581876 382309028    0    0     0     0 6494 4564  3  1 96  0  0  0
 2  0      0 32466592 1581880 382309032    0    0     0    16 5794 4965  2  1 97  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 32479872 1581880 382309036    0    0     0    36 5857 4769  3  1 97  0  0  0
 3  0      0 32460088 1581880 382309036    0    0     0     0 6108 4864  3  1 96  0  0  0
 2  0      0 32462092 1581880 382309036    0    0     0     0 6965 4870  3  1 96  0  0  0
 2  0      0 32448816 1581880 382309040    0    0     0     0 6561 4716  3  1 96  0  0  0
 2  0      0 32424392 1581884 382309040    0    0     0    24 6561 4638  3  1 96  0  0  0
 2  0      0 32391904 1581884 382309048    0    0     0    12 5977 4837  2  1 97  0  0  0
 2  0      0 32402344 1581884 382309052    0    0     0     0 5954 4901  2  1 97  0  0  0
 2  0      0 32395936 1581884 382309052    0    0     0     0 5991 4870  2  1 97  0  0  0
 1  0      0 32404072 1581884 382309060    0    0     0     0 5852 4896  2  1 97  0  0  0
 1  0      0 32422840 1581884 382309060    0    0     0    16 5776 4957  2  1 97  0  0  0
 1  0      0 32430592 1581884 382309060    0    0     0     0 5076 4984  2  1 97  0  0  0
 1  0      0 32459204 1581884 382309060    0    0     0     0 4844 4940  2  1 97  0  0  0
 2  0      0 32444728 1581884 382309060    0    0     0     0 5566 4900  2  1 97  0  0  0
 1  0      0 32420264 1581884 382309064    0    0     0    16 6309 4929  2  1 96  0  0  0
 1  0      0 32451624 1581888 382309060    0    0     0   152 6041 5085  2  1 97  0  0  0
 1  0      0 32475940 1581888 382309068    0    0     0     0 5527 4810  2  1 97  0  0  0
 1  0      0 32473168 1581888 382309072    0    0     0     0 5543 4941  2  1 97  0  0  0
 2  0      0 32475968 1581888 382309080    0    0     0     0 5731 4861  2  1 97  0  0  0
 2  0      0 32456840 1581888 382309088    0    0     0     0 5832 4345  3  1 96  0  0  0
 1  0      0 32450500 1581892 382309084    0    0     0    16 5982 5001  2  1 96  0  0  0
 2  0      0 32464648 1581892 382309088    0    0     0     0 5748 4822  3  1 96  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 32478748 1581892 382309080    0    0     0    92 3455 2819  2  1 97  0  0  0
 1  0      0 32471596 1581892 382309080    0    0     0  5496 3049 2682  1  1 98  0  0  0
