#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260813    02:03:42       0     31     27      -      0      0      0      0      0      0    405    180      0      0      0      3      3 
 20260813    02:03:43       0     54     28      -      0      0      0      0      0      0  12481   2415    595    594      0      8      2 
 20260813    02:03:44       0     89     29      -      6      0      0      0      0      0  12481   2415   3539   3538      0   2640    232 
 20260813    02:03:45       0     89     29      -      5      0      0      0      0      0  12481   2415   6195   6194      0   1242    230 
 20260813    02:03:46       0     89     29      -      5      0      0      0      0      0  12481   2415   8755   8754      0   3693    198 
 20260813    02:03:47       0     89     29      -      4      0      0      0      0      0  12481   2415  11347  11346      0   2640    449 
 20260813    02:03:48       0     89     29      -      4      0      0      0      0      0  12481   2415  14003  14002      0   2640    294 
 20260813    02:03:49       0     88     29      -      0      0      0      0      0      0  12481   2415  14739  14738      0      1      0 
 20260813    02:03:50       0    420     44      -    100     35      0      0      0      0  12481   2400  19507  19506      0      4      3 
 20260813    02:03:51       0    471     46      -    100     34      0      0      0      0  12481   2422  19507  19506      0      5      1 
 20260813    02:03:52       0    452     44      -    100     25      0      0      0      0  12481   2415  19731  19730      0      5      4 
 20260813    02:03:53       0    472     47      -    100     34      0      0      0      0  12481   2422  19731  19730      0      5     55 
 20260813    02:03:54       0    452     48      -    100     35      0      0      0      0  12481   2422  20019  20018      0      3      1 
 20260813    02:03:55       0    451     48      -    100     35      0      0      0      0  12481   2415  20307  20306      0     12      4 
 20260813    02:03:57       0    459     48      -    100     25      0      0      0      0  12481   2415  20595  20594      0      9      1 
 20260813    02:03:58       0    471     50      -    100     35      0      0      0      0  12481   2422  20595  20594      0      3      2 
 20260813    02:03:59       0    454     50      -    100     35      0      0      0      0  12481   2422  20883  20882      0      5      5 
 20260813    02:04:00       0    454     50      -     94     36      0      0      0      0  12481   2415  21171  21170      0      4      1 
 20260813    02:04:01       0    467     50      -    100     26      0      0      0      0  12481   2422  21171  21170      0     17      4 
 20260813    02:04:02       0    462     52      -    100     35      0      0      0      0  12481   2422  21459  21458      0      6      3 
 20260813    02:04:03       0    456     52      -    100     35      0      0      0      0  12481   2422  21747  21746      0      4      2 
 20260813    02:04:04       0    456     52      -    100     25      0      0      0      0  12481   2415  22035  22034      0      4      4 
 20260813    02:04:05       0    472     52      -    100     33      0      0      0      0  12481   2422  22035  22034      0     18      4 
 20260813    02:04:06       0    461     53      -    100     35      0      0      0      0  12481   2422  22323  22322      0      3      3 
 20260813    02:04:07       0    448     55      -    100     35      0      0      0      0  12481   2422  22611  22610      0      4      3 
 20260813    02:04:08       0    461     51      -    100     25      0      0      0      0  12481   2415  22899  22898      0      6      3 
 20260813    02:04:09       0    483     55      -    100     34      0      0      0      0  12481   2422  22899  22898      0     16      5 
 20260813    02:04:10       0    461     56      -    100     34      0      0      0      0  12481   2422  23187  23186      0      4      2 
 20260813    02:04:11       0    465     55      -    100     36      0      0      0      0  12481   2422  23475  23474      0      4      5 
 20260813    02:04:12       0    468     55      -    100     26      0      0      0      0  12481   2422  23763  23762      0      4      2 
 20260813    02:04:13       0    486     56      -    100     34      0      0      0      0  12481   2422  23763  23762      0      4     56 
 20260813    02:04:14       0    466     57      -    100     36      0      0      0      0  12481   2422  24051  24050      0     13      5 
 20260813    02:04:15       0    464     57      -    100     35      0      0      0      0  12481   2422  24339  24338      0      4      1 
 20260813    02:04:16       0    474     56      -    100     34      0      0      0      0  12481   2422  24627  24626      0      4      4 
 20260813    02:04:18       0    489     57      -    100     35      0      0      0      0  12481   2422  24627  24626      0     13      4 
 20260813    02:04:19       0    465     58      -    100     35      0      0      0      0  12481   2422  24915  24914      0      3      1 
 20260813    02:04:20       0    470     57      -    100     36      0      0      0      0  12481   2422  25203  25202      0      4      3 
 20260813    02:04:21       0    481     57      -    100     36      0      0      0      0  12481   2422  25203  25202      0     28     81 
 20260813    02:04:22       0    485     59      -    100     35      0      0      0      0  12481   2422  25491  25490      0      4      2 
 20260813    02:04:23       0    472     59      -    100     35      0      0      0      0  12481   2422  25747  25746      0      3      2 
 20260813    02:04:24       0    471     58      -     93     36      0      0      0      0  12481   2422  26035  26034      0      8      9 
 20260813    02:04:25       0    489     59      -    100     35      0      0      0      0  12481   2422  26035  26034      0     16      4 
 20260813    02:04:26       0    482     60      -    100     35      0      0      0      0  12481   2422  26323  26322      0      3      2 
 20260813    02:04:27       0    474     60      -    100     36      0      0      0      0  12481   2422  26611  26610      0      6     13 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
