timestamp, index, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], power.limit [W], temperature.gpu, memory.used [MiB], utilization.gpu [%]
2026/09/25 04:03:04.782, 0, P0, 2047 MHz, 14001 MHz, 171.72 W, [N/A], 86, 9753 MiB, 100 %
2026/09/25 04:03:05.784, 0, P0, 2167 MHz, 14001 MHz, 171.36 W, [N/A], 86, 9753 MiB, 99 %
2026/09/25 04:03:06.786, 0, P0, 2017 MHz, 14001 MHz, 172.05 W, [N/A], 86, 9753 MiB, 99 %
2026/09/25 04:03:07.788, 0, P0, 2010 MHz, 14001 MHz, 171.78 W, [N/A], 86, 9753 MiB, 100 %
2026/09/25 04:03:08.790, 0, P0, 1747 MHz, 14001 MHz, 165.77 W, [N/A], 88, 9753 MiB, 100 %
2026/09/25 04:03:09.792, 0, P0, 1687 MHz, 14001 MHz, 128.28 W, [N/A], 84, 9753 MiB, 99 %
2026/09/25 04:03:10.793, 0, P0, 1980 MHz, 14001 MHz, 160.43 W, [N/A], 86, 9753 MiB, 100 %
2026/09/25 04:03:11.796, 0, P0, 1980 MHz, 14001 MHz, 171.96 W, [N/A], 86, 9753 MiB, 99 %
2026/09/25 04:03:12.797, 0, P0, 2070 MHz, 14001 MHz, 171.48 W, [N/A], 86, 9753 MiB, 100 %
2026/09/25 04:03:13.800, 0, P0, 1987 MHz, 14001 MHz, 171.83 W, [N/A], 86, 9753 MiB, 100 %
2026/09/25 04:03:14.802, 0, P0, 1980 MHz, 14001 MHz, 171.82 W, [N/A], 86, 9753 MiB, 99 %
2026/09/25 04:03:15.804, 0, P0, 1590 MHz, 14001 MHz, 127.32 W, [N/A], 79, 15 MiB, 0 %
2026/09/25 04:03:16.805, 0, P0, 1590 MHz, 14001 MHz, 34.16 W, [N/A], 78, 313 MiB, 0 %
2026/09/25 04:03:17.806, 0, P0, 1605 MHz, 14001 MHz, 35.55 W, [N/A], 77, 4313 MiB, 10 %
2026/09/25 04:03:18.807, 0, P0, 1942 MHz, 14001 MHz, 47.91 W, [N/A], 81, 7257 MiB, 72 %
2026/09/25 04:03:19.809, 0, P0, 1777 MHz, 14001 MHz, 169.10 W, [N/A], 83, 7257 MiB, 100 %
2026/09/25 04:03:20.811, 0, P0, 1860 MHz, 14001 MHz, 172.87 W, [N/A], 84, 7257 MiB, 100 %
2026/09/25 04:03:21.813, 0, P0, 2010 MHz, 14001 MHz, 170.12 W, [N/A], 85, 7353 MiB, 92 %
2026/09/25 04:03:22.815, 0, P0, 1897 MHz, 14001 MHz, 172.61 W, [N/A], 84, 7513 MiB, 100 %
2026/09/25 04:03:23.817, 0, P0, 1935 MHz, 14001 MHz, 171.51 W, [N/A], 85, 7513 MiB, 100 %
2026/09/25 04:03:24.819, 0, P0, 2025 MHz, 14001 MHz, 170.55 W, [N/A], 85, 7513 MiB, 94 %
2026/09/25 04:03:25.821, 0, P0, 1935 MHz, 14001 MHz, 170.93 W, [N/A], 85, 7513 MiB, 100 %
2026/09/25 04:03:26.823, 0, P0, 1950 MHz, 14001 MHz, 172.14 W, [N/A], 85, 7513 MiB, 100 %
2026/09/25 04:03:27.825, 0, P0, 2062 MHz, 14001 MHz, 171.16 W, [N/A], 86, 7513 MiB, 93 %
2026/09/25 04:03:28.827, 0, P0, 1942 MHz, 14001 MHz, 171.85 W, [N/A], 85, 7641 MiB, 100 %
2026/09/25 04:03:29.829, 0, P0, 1957 MHz, 14001 MHz, 171.64 W, [N/A], 85, 7641 MiB, 100 %
2026/09/25 04:03:30.831, 0, P0, 1980 MHz, 14001 MHz, 170.69 W, [N/A], 85, 7641 MiB, 100 %
2026/09/25 04:03:31.833, 0, P0, 1935 MHz, 14001 MHz, 170.99 W, [N/A], 85, 7641 MiB, 100 %
2026/09/25 04:03:32.835, 0, P0, 1957 MHz, 14001 MHz, 172.09 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:33.838, 0, P0, 2010 MHz, 14001 MHz, 170.85 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:34.839, 0, P0, 1942 MHz, 14001 MHz, 170.95 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:35.842, 0, P0, 1972 MHz, 14001 MHz, 171.67 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:36.844, 0, P0, 1980 MHz, 14001 MHz, 170.66 W, [N/A], 85, 7641 MiB, 94 %
2026/09/25 04:03:37.846, 0, P0, 1957 MHz, 14001 MHz, 171.07 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:38.848, 0, P0, 1980 MHz, 14001 MHz, 171.91 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:39.851, 0, P0, 1995 MHz, 14001 MHz, 170.34 W, [N/A], 86, 7641 MiB, 93 %
2026/09/25 04:03:40.853, 0, P0, 1980 MHz, 14001 MHz, 171.05 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:41.855, 0, P0, 1987 MHz, 14001 MHz, 171.83 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:42.857, 0, P0, 1995 MHz, 14001 MHz, 171.68 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:43.858, 0, P0, 1995 MHz, 14001 MHz, 171.33 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:44.860, 0, P0, 1995 MHz, 14001 MHz, 171.80 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:45.863, 0, P0, 1995 MHz, 14001 MHz, 171.60 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:46.865, 0, P0, 2047 MHz, 14001 MHz, 171.24 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:47.867, 0, P0, 2010 MHz, 14001 MHz, 171.40 W, [N/A], 87, 7641 MiB, 99 %
2026/09/25 04:03:48.869, 0, P0, 2010 MHz, 14001 MHz, 171.58 W, [N/A], 87, 7641 MiB, 100 %
2026/09/25 04:03:49.871, 0, P0, 1897 MHz, 14001 MHz, 164.58 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:50.873, 0, P0, 1912 MHz, 14001 MHz, 166.18 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:51.875, 0, P0, 1912 MHz, 14001 MHz, 166.25 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:52.878, 0, P0, 1995 MHz, 14001 MHz, 163.13 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:53.879, 0, P0, 1927 MHz, 14001 MHz, 166.91 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:54.881, 0, P0, 1920 MHz, 14001 MHz, 166.82 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:55.883, 0, P0, 1980 MHz, 14001 MHz, 158.79 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:56.886, 0, P0, 1912 MHz, 14001 MHz, 166.76 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:57.888, 0, P0, 1912 MHz, 14001 MHz, 166.27 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:03:58.890, 0, P0, 1995 MHz, 14001 MHz, 162.85 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:03:59.892, 0, P0, 1920 MHz, 14001 MHz, 166.71 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:00.900, 0, P0, 1927 MHz, 14001 MHz, 166.51 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:01.907, 0, P0, 1972 MHz, 14001 MHz, 159.41 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:02.909, 0, P0, 1912 MHz, 14001 MHz, 166.08 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:03.911, 0, P0, 1912 MHz, 14001 MHz, 166.37 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:04.913, 0, P0, 1972 MHz, 14001 MHz, 163.36 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:05.915, 0, P0, 1912 MHz, 14001 MHz, 165.83 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:06.917, 0, P0, 1927 MHz, 14001 MHz, 166.79 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:07.919, 0, P0, 1987 MHz, 14001 MHz, 159.85 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:08.921, 0, P0, 1912 MHz, 14001 MHz, 165.33 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:09.923, 0, P0, 1912 MHz, 14001 MHz, 166.18 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:10.925, 0, P0, 1942 MHz, 14001 MHz, 163.64 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:11.926, 0, P0, 1912 MHz, 14001 MHz, 165.55 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:12.928, 0, P0, 1920 MHz, 14001 MHz, 166.61 W, [N/A], 87, 7641 MiB, 100 %
2026/09/25 04:04:13.931, 0, P0, 1965 MHz, 14001 MHz, 160.16 W, [N/A], 86, 7641 MiB, 98 %
2026/09/25 04:04:14.932, 0, P0, 1912 MHz, 14001 MHz, 163.32 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:15.935, 0, P0, 1912 MHz, 14001 MHz, 166.45 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:16.937, 0, P0, 1912 MHz, 14001 MHz, 164.21 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:17.938, 0, P0, 1912 MHz, 14001 MHz, 164.95 W, [N/A], 87, 7641 MiB, 99 %
2026/09/25 04:04:18.940, 0, P0, 1912 MHz, 14001 MHz, 166.51 W, [N/A], 87, 7641 MiB, 99 %
2026/09/25 04:04:19.942, 0, P0, 1942 MHz, 14001 MHz, 151.18 W, [N/A], 87, 7641 MiB, 76 %
2026/09/25 04:04:20.944, 0, P0, 1912 MHz, 14001 MHz, 158.99 W, [N/A], 87, 7641 MiB, 100 %
2026/09/25 04:04:21.946, 0, P0, 1912 MHz, 14001 MHz, 166.49 W, [N/A], 87, 7641 MiB, 99 %
2026/09/25 04:04:22.948, 0, P0, 1912 MHz, 14001 MHz, 166.27 W, [N/A], 87, 7641 MiB, 99 %
2026/09/25 04:04:23.950, 0, P0, 1927 MHz, 14001 MHz, 159.41 W, [N/A], 87, 7641 MiB, 100 %
2026/09/25 04:04:24.952, 0, P0, 1912 MHz, 14001 MHz, 166.51 W, [N/A], 87, 7641 MiB, 100 %
2026/09/25 04:04:25.954, 0, P0, 1912 MHz, 14001 MHz, 166.05 W, [N/A], 87, 7641 MiB, 99 %
2026/09/25 04:04:26.957, 0, P0, 1905 MHz, 14001 MHz, 161.04 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:27.959, 0, P0, 1807 MHz, 14001 MHz, 150.57 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:28.961, 0, P0, 1807 MHz, 14001 MHz, 152.48 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:29.963, 0, P0, 1920 MHz, 14001 MHz, 148.49 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:30.965, 0, P0, 1837 MHz, 14001 MHz, 160.89 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:31.967, 0, P0, 1837 MHz, 14001 MHz, 160.40 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:32.969, 0, P0, 1942 MHz, 14001 MHz, 157.47 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:33.971, 0, P0, 1845 MHz, 14001 MHz, 160.59 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:34.973, 0, P0, 1845 MHz, 14001 MHz, 159.84 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:35.975, 0, P0, 1920 MHz, 14001 MHz, 155.86 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:36.977, 0, P0, 1852 MHz, 14001 MHz, 160.21 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:37.980, 0, P0, 1837 MHz, 14001 MHz, 160.41 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:38.982, 0, P0, 1920 MHz, 14001 MHz, 157.83 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:39.984, 0, P0, 1837 MHz, 14001 MHz, 159.91 W, [N/A], 86, 7641 MiB, 98 %
2026/09/25 04:04:40.986, 0, P0, 1845 MHz, 14001 MHz, 160.65 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:41.988, 0, P0, 1935 MHz, 14001 MHz, 156.27 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:42.990, 0, P0, 1845 MHz, 14001 MHz, 160.19 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:43.992, 0, P0, 1845 MHz, 14001 MHz, 160.26 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:44.994, 0, P0, 1897 MHz, 14001 MHz, 158.39 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:45.996, 0, P0, 1837 MHz, 14001 MHz, 160.02 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:46.998, 0, P0, 1837 MHz, 14001 MHz, 160.26 W, [N/A], 86, 7641 MiB, 97 %
2026/09/25 04:04:48.000, 0, P0, 1927 MHz, 14001 MHz, 156.52 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:49.002, 0, P0, 1845 MHz, 14001 MHz, 159.25 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:50.004, 0, P0, 1852 MHz, 14001 MHz, 160.67 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:51.006, 0, P0, 1912 MHz, 14001 MHz, 156.51 W, [N/A], 86, 7641 MiB, 95 %
2026/09/25 04:04:52.008, 0, P0, 1845 MHz, 14001 MHz, 159.94 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:53.010, 0, P0, 1845 MHz, 14001 MHz, 160.19 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:54.012, 0, P0, 1905 MHz, 14001 MHz, 158.62 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:55.013, 0, P0, 1845 MHz, 14001 MHz, 159.79 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:56.015, 0, P0, 1852 MHz, 14001 MHz, 160.52 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:57.017, 0, P0, 1890 MHz, 14001 MHz, 158.70 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:04:58.019, 0, P0, 1837 MHz, 14001 MHz, 157.54 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:04:59.021, 0, P0, 1860 MHz, 14001 MHz, 160.59 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:05:00.023, 0, P0, 1845 MHz, 14001 MHz, 158.68 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:05:01.025, 0, P0, 1837 MHz, 14001 MHz, 159.62 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:05:02.027, 0, P0, 1852 MHz, 14001 MHz, 160.30 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:05:03.029, 0, P0, 1845 MHz, 14001 MHz, 158.62 W, [N/A], 86, 7641 MiB, 94 %
2026/09/25 04:05:04.032, 0, P0, 1867 MHz, 14001 MHz, 156.20 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:05:05.034, 0, P0, 1852 MHz, 14001 MHz, 160.38 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:05:06.036, 0, P0, 1852 MHz, 14001 MHz, 160.24 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:05:07.038, 0, P0, 1882 MHz, 14001 MHz, 157.48 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:05:08.040, 0, P0, 1860 MHz, 14001 MHz, 160.82 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:05:09.042, 0, P0, 1852 MHz, 14001 MHz, 160.65 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:05:10.044, 0, P0, 1920 MHz, 14001 MHz, 155.98 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:05:11.046, 0, P0, 1845 MHz, 14001 MHz, 160.67 W, [N/A], 86, 7641 MiB, 99 %
2026/09/25 04:05:12.048, 0, P0, 1845 MHz, 14001 MHz, 160.83 W, [N/A], 86, 7641 MiB, 100 %
2026/09/25 04:05:13.051, 0, P0, 1987 MHz, 14001 MHz, 162.04 W, [N/A], 87, 7641 MiB, 99 %
2026/09/25 04:05:14.053, 0, P0, 1912 MHz, 14001 MHz, 165.84 W, [N/A], 87, 7641 MiB, 100 %
2026/09/25 04:05:15.055, 0, P0, 1912 MHz, 14001 MHz, 165.57 W, [N/A], 87, 7641 MiB, 100 %
