Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
20.1,173151826,18048,9594.0,9376.0,2656,1030514,10194.3,qmatvec_iq4_XS_dp4a
10.8,92826876,5120,18130.2,15840.0,13983,2172130,60921.5,moe_gate_up_silu8_dev_q8_v
8.8,76242442,769,99144.9,18399.0,17344,1560203,184256.6,qmatvec_q6_K_mmvq
7.4,63980136,141,453759.8,464858.0,58847,2807769,461914.2,"void mmq_iq4xs_dense_kernel<(int)64, (bool)0>(const unsigned char *, const int *, float *, int, int, int, long)"
5.6,48527206,120,404393.4,400394.0,311292,553368,51365.9,"void moe_kq_sktail_kernel<(int)5>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
5.2,45032016,5120,8795.3,7808.0,7200,2107587,41661.0,moe_down8_fma_dev_q8_w8h2v
4.5,38504574,6912,5570.7,2912.0,2624,906132,11658.2,qmatvec_q8_0_mmvq
4.3,37298005,24514,1521.5,1312.0,1152,2189218,18258.0,quantize_q8_1
3.6,31275045,5120,6108.4,5504.0,4800,2260993,33440.3,add_rms_norm_f32
2.9,24853307,5160,4816.5,4640.0,4096,143262,2812.9,moe_router_topk_f32
2.6,22233638,5120,4342.5,4096.0,3616,1028946,14550.0,router_gemv_f32_w8
2.5,21920224,6400,3425.0,1792.0,1600,2360255,39856.2,qmatvec_q8_0_mmvq_fused2
2.1,18205983,120,151716.5,167325.5,50815,207133,32489.1,"void moe_kq_sk128v_kernel<(int)5>(const unsigned long long *, int, int, const int *, long, const __half *, float *, const float *, const int *, int, int, int, int, int, int)"
1.9,16197843,3840,4218.2,4160.0,3648,163262,2576.7,gdn_scan_s128
1.4,12312379,1280,9619.0,9024.0,8192,771829,21323.0,qmatvec_q5_K_mmvq_mr2_il
1.3,11109419,5120,2169.8,2144.0,2016,7488,117.2,rms_norm_q8_1
1.3,10910412,5160,2114.4,1120.0,1056,1991493,39028.5,add_scaled_rows_f32
1.2,10703499,5160,2074.3,1536.0,1408,1732168,27423.2,sigmoid_dot_rows_f32
1.0,8352769,1280,6525.6,6559.0,5568,7584,428.5,fa_decode_combine_f32
0.9,7492254,3840,1951.1,1952.0,1792,2208,55.1,ssm_conv1d_fused_decode_f32
0.9,7440760,1280,5813.1,5792.0,5472,6304,130.7,fa_decode_vec_q_v4_dc
0.8,7234336,3840,1883.9,1664.0,1504,836149,13466.8,gated_rmsnorm_q8_1
0.8,7162696,2789,2568.2,1696.0,1568,1118096,21210.8,rms_norm_f32
0.8,6607933,5160,1280.6,1280.0,1120,5343,94.6,silu_mul_f32
0.8,6498653,5200,1249.7,1152.0,1087,8127,761.3,add_f32
0.8,6479497,3840,1687.4,1440.0,1343,900179,14503.3,gdn_prep_decode_f32
0.6,5034235,5,1006847.0,861364.0,847413,1595146,329014.5,qmatvec_gemm_q6_K
0.5,4537474,30,151249.1,151886.0,145534,154366,2105.6,gdn_chunk_state_f32
0.5,4471714,40,111792.9,112190.0,107455,114974,2012.2,router_gemv_f32_w8_batch
0.4,3859830,2580,1496.1,1472.0,1279,8480,431.5,rope_neox_f32
0.4,3614894,94,38456.3,36879.5,11904,81951,20333.6,"void mul_mat_q_q8_0<(int)128, (bool)0>(const char *, const int *, float *, int, int, int, int, int, int)"
0.3,2543484,30,84782.8,84991.0,82591,86431,967.3,gdn_chunk_output_f32
0.3,2435218,1290,1887.8,1696.0,1568,27168,2184.0,q_gate_split_f32
0.3,2376898,1280,1857.0,1856.0,1728,6016,131.7,append_quantize_kv_q8_0_q5_1_dc
0.2,1902566,40,47564.2,47487.0,45087,50080,1207.6,rows_permute_f32
0.2,1873445,30,62448.2,62863.0,58783,64383,1680.2,ssm_conv1d_gdn_state_f32
0.2,1858860,80,23235.8,22272.0,14144,33087,8835.3,"gather_act_f16_kernel(const float *, const int *, __half *, float *, int, int)"
0.2,1613068,1408,1145.6,1088.0,992,3808,238.7,inc_i32
0.2,1608335,1320,1218.4,1088.0,992,15232,1227.3,sigmoid_f32
0.2,1509729,1290,1170.3,1056.0,991,16320,1310.4,mul_f32
0.2,1498632,60,24977.2,25088.0,23455,25856,636.8,qmatvec_q8_0_dp4a
0.2,1423020,10,142302.0,143214.0,134206,145374,3218.9,fa_prefill_bf16kv_pp
0.2,1385678,30,46189.3,46351.5,44511,47295,634.2,gdn_chunk_attn_f32
0.1,1186578,40,29664.5,29599.5,28576,31936,714.8,moe_pairs_silu_mul
0.1,931316,10,93131.6,93598.5,89695,94687,1517.0,"void mul_mat_q_q45k<(int)128, (bool)0, (int)5>(const char *, const int *, float *, int, int, int, int, int, int)"
0.1,929332,30,30977.7,31151.5,29407,31583,527.6,gdn_chunk_solve32_f32
0.1,792213,40,19805.3,19839.5,18848,20928,511.4,moe_pairs_scatter
