2026-09-21T22:13:49.425736829Z	w4763 start
2026-09-21T22:14:31.787026052Z	w4763 exit rc=0
2026-09-21T22:14:31.861546380Z	w9527 start
2026-09-21T22:15:11.314384563Z	w9527 exit rc=0
2026-09-21T22:15:11.390007167Z	w19055 start
2026-09-21T22:16:19.881040900Z	w19055 exit rc=0
2026-09-21T22:16:19.968482991Z	w38109 start
2026-09-21T22:18:42.556852866Z	w38109 exit rc=0
2026-09-21T22:18:42.647696305Z	w76217 start
2026-09-21T22:18:56.272287332Z	w76217 exit rc=1
