timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/24 23:28:23.631, 46, 17.02 W, 180 MHz, 405 MHz, 0 MiB, 0 %
2026/09/24 23:28:23.888, 46, 17.02 W, 180 MHz, 405 MHz, 1 MiB, 0 %
2026/09/24 23:28:24.176, 46, 22.33 W, 180 MHz, 405 MHz, 595 MiB, 0 %
2026/09/24 23:28:24.426, 46, 22.33 W, 180 MHz, 405 MHz, 595 MiB, 0 %
2026/09/24 23:28:24.676, 47, 39.04 W, 2310 MHz, 13365 MHz, 1459 MiB, 0 %
2026/09/24 23:28:24.926, 47, 39.04 W, 2310 MHz, 13365 MHz, 1907 MiB, 0 %
2026/09/24 23:28:25.177, 47, 79.33 W, 2310 MHz, 13365 MHz, 2387 MiB, 3 %
2026/09/24 23:28:25.427, 47, 79.33 W, 2310 MHz, 13365 MHz, 2835 MiB, 3 %
2026/09/24 23:28:25.677, 47, 79.20 W, 2310 MHz, 13365 MHz, 3347 MiB, 3 %
2026/09/24 23:28:25.928, 47, 79.20 W, 2310 MHz, 13365 MHz, 3859 MiB, 3 %
2026/09/24 23:28:26.178, 47, 78.97 W, 2310 MHz, 13365 MHz, 4371 MiB, 4 %
2026/09/24 23:28:26.428, 47, 78.97 W, 2310 MHz, 13365 MHz, 4819 MiB, 4 %
2026/09/24 23:28:26.679, 47, 78.94 W, 2310 MHz, 13365 MHz, 5331 MiB, 4 %
2026/09/24 23:28:26.929, 47, 78.94 W, 2310 MHz, 13365 MHz, 5843 MiB, 4 %
2026/09/24 23:28:27.179, 47, 79.10 W, 2310 MHz, 13365 MHz, 6291 MiB, 4 %
2026/09/24 23:28:27.429, 47, 79.10 W, 2310 MHz, 13365 MHz, 6867 MiB, 4 %
2026/09/24 23:28:27.680, 47, 79.20 W, 2310 MHz, 13365 MHz, 7315 MiB, 4 %
2026/09/24 23:28:27.930, 47, 79.20 W, 2310 MHz, 13365 MHz, 7827 MiB, 4 %
2026/09/24 23:28:28.180, 47, 79.15 W, 2310 MHz, 13365 MHz, 8339 MiB, 4 %
2026/09/24 23:28:28.431, 47, 79.15 W, 2310 MHz, 13365 MHz, 8851 MiB, 4 %
2026/09/24 23:28:28.681, 47, 79.15 W, 2310 MHz, 13365 MHz, 9331 MiB, 4 %
2026/09/24 23:28:28.931, 47, 79.15 W, 2310 MHz, 13365 MHz, 9811 MiB, 4 %
2026/09/24 23:28:29.181, 47, 79.10 W, 2310 MHz, 13365 MHz, 10323 MiB, 4 %
2026/09/24 23:28:29.432, 47, 79.10 W, 2310 MHz, 13365 MHz, 10803 MiB, 4 %
2026/09/24 23:28:29.682, 47, 79.06 W, 2310 MHz, 13365 MHz, 11315 MiB, 4 %
2026/09/24 23:28:29.932, 47, 79.06 W, 2310 MHz, 13365 MHz, 11827 MiB, 4 %
2026/09/24 23:28:30.182, 47, 79.02 W, 2310 MHz, 13365 MHz, 12339 MiB, 4 %
2026/09/24 23:28:30.433, 47, 79.02 W, 2310 MHz, 13365 MHz, 12787 MiB, 4 %
2026/09/24 23:28:30.683, 47, 79.09 W, 2310 MHz, 13365 MHz, 13363 MiB, 4 %
2026/09/24 23:28:30.933, 47, 79.09 W, 2310 MHz, 13365 MHz, 13811 MiB, 4 %
2026/09/24 23:28:31.184, 47, 79.06 W, 2310 MHz, 13365 MHz, 14323 MiB, 4 %
