Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
56.3,21047064,320,65772.1,56544.0,2784,121439,48917.4,qmatvec_q8_0_mmvq_fused2
32.7,12215498,258,47346.9,59615.0,21791,823065,71291.7,qmatvec_q8_0_mmvq
4.2,1588144,32,49629.5,49680.0,49216,50048,252.9,qmatvec_q8_0_mmvq_fused3
1.1,403835,128,3155.0,3072.0,2944,3968,182.6,add_rms_norm_q8_1
1.0,374616,128,2926.7,2912.0,2816,3168,55.0,rms_norm_q8_1
0.8,305118,96,3178.3,3136.0,3008,3712,139.2,gdn_scan_s128
0.5,196539,128,1535.5,1440.0,1248,1952,189.4,silu_mul_scaled_q8_1
0.4,161118,128,1258.7,1248.0,1152,1536,40.6,add_f32
0.4,158331,96,1649.3,1632.0,1568,1856,52.1,ssm_conv1d_fused_decode_f32
0.4,156864,32,4902.0,4816.0,4736,5728,196.5,fa_decode_vec_q_v4_deep_dc
0.4,147519,96,1536.7,1536.0,1472,2112,72.4,gated_rmsnorm_q8_1
0.3,119168,96,1241.3,1248.0,1184,1472,37.7,gdn_prep_decode_f32
0.3,117791,32,3681.0,3680.0,3648,3744,23.6,fa_decode_combine_f32
0.3,109502,66,1659.1,1376.0,1280,10528,1570.0,rms_norm_f32
0.2,74782,64,1168.5,1167.5,1023,1440,136.0,rope_neox_f32
0.1,48031,32,1501.0,1504.0,1440,1632,30.8,append_quantize_kv_q8_0_q5_1_dc
0.1,42208,32,1319.0,1312.0,1312,1344,13.4,q_gate_split_f32
0.1,39616,34,1165.2,1152.0,1120,1216,22.4,quantize_q8_1
0.1,30016,32,938.0,928.0,896,960,17.1,mul_f32
0.1,29888,32,934.0,928.0,928,960,12.7,sigmoid_f32
0.1,27776,34,816.9,800.0,768,1056,56.9,inc_i32
0.0,5472,2,2736.0,2736.0,2656,2816,113.1,argmax_partial_f32
0.0,2720,2,1360.0,1360.0,1280,1440,113.1,embed_gather_u32
0.0,2208,2,1104.0,1104.0,1088,1120,22.6,argmax_final_f32
