Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
56.1,1339940710,20480,65426.8,56511.0,2751,122207,48502.2,qmatvec_q8_0_mmvq_fused2
32.7,780756624,16512,47284.2,59488.0,21664,823608,71034.5,qmatvec_q8_0_mmvq
4.3,101620485,2048,49619.4,49599.0,49023,52064,283.2,qmatvec_q8_0_mmvq_fused3
1.1,25789088,8192,3148.1,3072.0,2880,4256,168.8,add_rms_norm_q8_1
1.0,23995357,8192,2929.1,2912.0,2784,3264,59.4,rms_norm_q8_1
0.8,19577806,6144,3186.5,3136.0,3007,3680,141.6,gdn_scan_s128
0.6,13920513,8192,1699.3,1760.0,1312,2080,145.8,silu_mul_scaled_q8_1
0.4,10301097,8192,1257.5,1248.0,1184,1504,36.9,add_f32
0.4,10178910,6144,1656.7,1632.0,1568,1952,53.8,ssm_conv1d_fused_decode_f32
0.4,10104262,2048,4933.7,4896.0,4672,5727,129.1,fa_decode_vec_q_v4_deep_dc
0.4,9353841,6144,1522.4,1504.0,1440,1824,37.3,gated_rmsnorm_q8_1
0.3,7614397,6144,1239.3,1248.0,1152,1536,39.9,gdn_prep_decode_f32
0.3,7487807,2048,3656.2,3648.0,3328,4128,201.8,fa_decode_combine_f32
0.3,7016031,4224,1661.0,1376.0,1248,11136,1590.8,rms_norm_f32
0.2,4785745,4096,1168.4,1168.0,992,1536,135.5,rope_neox_f32
0.1,3107580,2048,1517.4,1504.0,1440,1728,39.5,append_quantize_kv_q8_0_q5_1_dc
0.1,2701485,2048,1319.1,1312.0,1280,1536,16.2,q_gate_split_f32
0.1,2533417,2176,1164.3,1152.0,1119,1344,22.0,quantize_q8_1
0.1,1916569,2048,935.8,928.0,896,1056,15.9,sigmoid_f32
0.1,1909651,2048,932.4,928.0,896,960,12.6,mul_f32
0.1,1769970,2176,813.4,800.0,736,1120,52.0,inc_i32
0.0,363583,128,2840.5,2816.0,2624,3232,116.6,argmax_partial_f32
0.0,162559,128,1270.0,1248.0,1216,1536,48.2,embed_gather_u32
0.0,139359,128,1088.7,1088.0,1056,1120,18.2,argmax_final_f32
