Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
75.1,168982468,800,211228.1,252189.0,77216,323485,81251.9,"void mul_mat_q_q8_0<(int)128, (bool)0>(const char *, const int *, float *, int, int, int, int, int, int)"
5.0,11291549,96,117620.3,118655.0,114238,120607,2201.9,gdn_chunk_state_f32
2.9,6505618,192,33883.4,33568.0,31871,37856,1043.2,qmatvec_q8_0_dp4a
1.9,4225904,96,44019.8,42911.5,40511,49311,2769.7,gdn_chunk_output_f32
1.8,4066625,800,5083.3,3456.0,3167,10016,2515.2,"quantize_mmq_q8_1_d4_q8_0(const float *, void *, long, long, long, int)"
1.6,3667161,128,28649.7,28576.0,27135,30752,813.9,silu_mul_f32
1.6,3615100,322,11227.0,12160.0,2592,14304,2959.5,rms_norm_f32
1.4,3104956,32,97029.9,96991.0,96575,97759,258.9,fa_prefill_bf16kv_pp
1.4,3075965,192,16020.7,16064.0,15200,17855,410.1,l2_norm_f32
1.3,2843291,96,29617.6,29695.5,28576,33279,618.0,ssm_conv1d_gdn_f32
1.1,2498530,96,26026.4,26047.5,25600,26592,242.7,gdn_chunk_attn_f32
1.0,2161129,194,11139.8,10976.0,1216,13600,1098.2,quantize_q8_1
0.9,2127791,256,8311.7,8351.0,7391,9248,310.0,add_f32
0.8,1717610,96,17891.8,17216.0,16319,21887,1666.1,gdn_chunk_solve32_f32
0.8,1699596,2,849798.0,849798.0,849686,849910,158.4,qmatvec_q8_0_mmvq
0.7,1642318,96,17107.5,17103.5,16480,17888,274.3,gated_rmsnorm_f32
0.2,490535,32,15329.2,15295.5,14943,15839,206.2,q_gate_split_f32
0.2,390525,128,3051.0,992.0,928,9312,3586.2,sigmoid_f32
0.1,291771,32,9117.8,9120.0,9023,9248,59.3,mul_f32
0.1,270269,64,4223.0,4127.5,1760,6976,2444.5,rope_neox_f32
0.1,146559,96,1526.7,1504.0,1440,1760,73.8,gdn_chunk_cumgate_f32
0.1,125888,96,1311.3,1312.0,1248,1504,50.0,gdn_glog_f32
0.0,89311,64,1395.5,1392.0,1184,1664,106.0,f32_to_bf16_bulk
0.0,15327,2,7663.5,7663.5,7615,7712,68.6,embed_gather_u32_t
