Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
56.2,167475432,2560,65420.1,56543.0,2720,121535,48499.3,qmatvec_q8_0_mmvq_fused2
32.7,97577300,2064,47275.8,59455.5,21696,823033,71056.4,qmatvec_q8_0_mmvq
4.3,12699696,256,49608.2,49567.5,49056,50560,241.7,qmatvec_q8_0_mmvq_fused3
1.1,3197768,1024,3122.8,3072.0,2943,4064,164.2,add_rms_norm_q8_1
1.0,2997412,1024,2927.2,2912.0,2784,3296,57.7,rms_norm_q8_1
0.8,2440418,768,3177.6,3104.0,3008,3616,140.8,gdn_scan_s128
0.6,1754288,1024,1713.2,1760.0,1344,2080,155.7,silu_mul_scaled_q8_1
0.4,1287665,1024,1257.5,1248.0,1184,1504,36.4,add_f32
0.4,1269678,768,1653.2,1632.0,1568,1951,51.8,ssm_conv1d_fused_decode_f32
0.4,1248120,256,4875.5,4864.0,4672,5408,117.6,fa_decode_vec_q_v4_deep_dc
0.4,1169815,768,1523.2,1504.0,1440,1728,38.5,gated_rmsnorm_q8_1
0.3,954807,768,1243.2,1248.0,1152,1536,42.6,gdn_prep_decode_f32
0.3,876505,528,1660.0,1376.0,1248,10848,1585.8,rms_norm_f32
0.3,865813,256,3382.1,3392.0,3328,3424,22.2,fa_decode_combine_f32
0.2,599191,512,1170.3,1136.0,1023,1536,138.8,rope_neox_f32
0.1,388124,256,1516.1,1504.0,1440,1728,37.8,append_quantize_kv_q8_0_q5_1_dc
0.1,337694,256,1319.1,1312.0,1280,1376,13.9,q_gate_split_f32
0.1,316253,272,1162.7,1152.0,1120,1312,22.7,quantize_q8_1
0.1,238559,256,931.9,928.0,896,960,12.9,mul_f32
0.1,238398,256,931.2,928.0,927,960,9.7,sigmoid_f32
0.1,221148,272,813.0,800.0,767,1024,50.5,inc_i32
0.0,45088,16,2818.0,2800.0,2720,2976,90.9,argmax_partial_f32
0.0,20224,16,1264.0,1248.0,1216,1440,53.5,embed_gather_u32
0.0,17472,16,1092.0,1088.0,1056,1120,19.8,argmax_final_f32
