#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    14:24:19       0     30     27      -      0      0      0      0      0      0    405    180      0      0      0      1     12 
 20260812    14:24:20       0     62     28      -     14      1      0      0      0      0  12481   2415   1555   1554      0   2640    149 
 20260812    14:24:21       0     88     29      -      5      0      0      0      0      0  12481   2415   4179   4178      0   2640    230 
 20260812    14:24:22       0     89     29      -      6      0      0      0      0      0  12481   2415   6867   6866      0   2640    388 
 20260812    14:24:23       0     88     29      -      5      0      0      0      0      0  12481   2415   9555   9554      0   5150    172 
 20260812    14:24:24       0     88     29      -      5      0      0      0      0      0  12481   2415  12307  12306      0   2479    186 
 20260812    14:24:25       0     89     29      -      5      0      0      0      0      0  12481   2415  14739  14738      0      0      0 
 20260812    14:24:26       0     95     29      -      0      0      0      0      0      0  12481   2415  19507  19506      0     10      1 
 20260812    14:24:27       0    522     44      -    100     36      0      0      0      0  12481   2400  19507  19506      0      3      5 
 20260812    14:24:29       0    412     40      -    100     87      0      0      0      0  12481   2400  19507  19506      0    139     32 
 20260812    14:24:30       0    473     45      -    100     36      0      0      0      0  12481   2422  19507  19506      0      3      4 
 20260812    14:24:31       0    410     42      -    100     87      0      0      0      0  12481   2392  19507  19506      0    141     32 
 20260812    14:24:32       0    461     47      -    100     38      0      0      0      0  12481   2422  19731  19730      0      3      5 
 20260812    14:24:33       0    417     43      -    100     87      0      0      0      0  12481   2400  19731  19730      0    143     32 
 20260812    14:24:34       0    454     48      -    100     39      0      0      0      0  12481   2422  20019  20018      0      4      3 
 20260812    14:24:35       0    418     45      -    100     87      0      0      0      0  12481   2407  20019  20018      0    158     33 
 20260812    14:24:36       0    444     49      -    100     37      0      0      0      0  12481   2422  20307  20306      0      5      3 
 20260812    14:24:37       0    413     44      -    100     87      0      0      0      0  12481   2415  20307  20306      0    148     32 
 20260812    14:24:38       0    422     50      -    100     38      0      0      0      0  12481   2422  20595  20594      0      3      4 
 20260812    14:24:39       0    421     45      -    100     87      0      0      0      0  12481   2415  20595  20594      0    143     32 
 20260812    14:24:40       0    411     50      -    100     37      0      0      0      0  12481   2422  20883  20882      0      4      2 
 20260812    14:24:41       0    432     46      -    100     87      0      0      0      0  12481   2422  20883  20882      0    143     33 
 20260812    14:24:42       0    394     51      -    100     37      0      0      0      0  12481   2422  21171  21170      0      4      3 
 20260812    14:24:43       0    461     51      -    100     29      0      0      0      0  12481   2407  21171  21170      0    148     32 
 20260812    14:24:44       0    339     47      -     99     69      0      0      0      0  12481   2377  22995  22994      0    105     24 
 20260812    14:24:45       0    355     47      -     99     69      0      0      0      0  12481   2370  22995  22994      0    224      4 
 20260812    14:24:46       0    453     52      -    100     41      0      0      0      0  12481   2415  23443  23442      0     14      3 
 20260812    14:24:47       0    454     53      -    100     32      0      0      0      0  12481   2415  23443  23442      0     82     14 
 20260812    14:24:48       0    414     49      -    100     28      0      0      0      0  12481   2400  23635  23634      0    105     24 
 20260812    14:24:50       0    357     49      -     99     69      0      0      0      0  12481   2370  23635  23634      0    110     24 
 20260812    14:24:51       0    354     48      -     99     74      0      0      0      0  12481   2392  23635  23634      0    143     32 
 20260812    14:24:52       0    340     47      -    100     87      0      0      0      0  12481   2422  23635  23634      0    146     33 
 20260812    14:24:53       0    339     47      -    100     87      0      0      0      0  12481   2422  23635  23634      0    145     32 
