timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 08:20:24.503, 70, 134.32 W, 2820 MHz, 14001 MHz, 2 MiB, 0 %
2026/09/25 08:20:24.755, 70, 134.32 W, 2820 MHz, 14001 MHz, 596 MiB, 0 %
2026/09/25 08:20:25.005, 70, 134.32 W, 2820 MHz, 14001 MHz, 1652 MiB, 1 %
2026/09/25 08:20:25.255, 70, 134.32 W, 2820 MHz, 14001 MHz, 2836 MiB, 1 %
2026/09/25 08:20:25.505, 69, 125.99 W, 2625 MHz, 13365 MHz, 4052 MiB, 12 %
2026/09/25 08:20:25.755, 69, 125.99 W, 2625 MHz, 13365 MHz, 5268 MiB, 12 %
2026/09/25 08:20:26.005, 69, 113.35 W, 2625 MHz, 13365 MHz, 6516 MiB, 12 %
2026/09/25 08:20:26.256, 69, 113.35 W, 2625 MHz, 13365 MHz, 7732 MiB, 12 %
2026/09/25 08:20:26.506, 68, 108.58 W, 2625 MHz, 13365 MHz, 8948 MiB, 12 %
2026/09/25 08:20:26.756, 68, 108.58 W, 2625 MHz, 13365 MHz, 10196 MiB, 12 %
2026/09/25 08:20:27.006, 68, 108.35 W, 2625 MHz, 13365 MHz, 11348 MiB, 12 %
2026/09/25 08:20:27.256, 68, 108.35 W, 2625 MHz, 13365 MHz, 12596 MiB, 12 %
2026/09/25 08:20:27.506, 68, 108.16 W, 2625 MHz, 13365 MHz, 13812 MiB, 12 %
2026/09/25 08:20:27.756, 68, 108.16 W, 2625 MHz, 13365 MHz, 14740 MiB, 12 %
2026/09/25 08:20:28.007, 68, 107.83 W, 2625 MHz, 13365 MHz, 14740 MiB, 6 %
2026/09/25 08:20:28.257, 68, 107.83 W, 2625 MHz, 13365 MHz, 14740 MiB, 6 %
2026/09/25 08:20:28.507, 67, 106.14 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:28.757, 67, 106.14 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:29.007, 67, 104.82 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:29.257, 67, 104.82 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:29.507, 67, 104.82 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:29.757, 67, 104.82 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:30.007, 67, 103.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:30.258, 67, 103.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:30.508, 67, 103.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:30.758, 67, 103.77 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:31.008, 66, 103.25 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:31.258, 66, 103.25 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:31.508, 66, 103.25 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:31.758, 66, 103.25 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:32.008, 66, 103.05 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:32.259, 66, 103.05 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:32.509, 66, 103.05 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:32.759, 66, 103.05 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:33.009, 65, 102.50 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:33.259, 65, 102.50 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:33.509, 65, 102.50 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:33.759, 65, 102.50 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:34.009, 65, 101.93 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:34.260, 65, 101.93 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:34.510, 65, 102.03 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:20:34.761, 65, 102.03 W, 2617 MHz, 13365 MHz, 15892 MiB, 0 %
2026/09/25 08:20:35.011, 70, 128.67 W, 2662 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 08:20:35.261, 70, 128.67 W, 2662 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 08:20:35.511, 72, 288.16 W, 2797 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 08:20:35.761, 72, 288.16 W, 2797 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 08:20:36.011, 73, 444.01 W, 2805 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 08:20:36.261, 73, 444.01 W, 2805 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 08:20:36.511, 73, 463.28 W, 2797 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 08:20:36.761, 73, 463.28 W, 2797 MHz, 13365 MHz, 16212 MiB, 100 %
2026/09/25 08:20:37.011, 73, 471.84 W, 2797 MHz, 13365 MHz, 16532 MiB, 100 %
2026/09/25 08:20:37.262, 73, 471.84 W, 2797 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:37.512, 73, 456.05 W, 2782 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:37.762, 73, 456.05 W, 2782 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:38.012, 73, 442.72 W, 2790 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:38.262, 73, 442.72 W, 2790 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:38.512, 74, 461.18 W, 2797 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:38.762, 74, 461.18 W, 2797 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:39.012, 74, 473.63 W, 2797 MHz, 13365 MHz, 16660 MiB, 95 %
2026/09/25 08:20:39.262, 74, 473.63 W, 2797 MHz, 13365 MHz, 16660 MiB, 95 %
2026/09/25 08:20:39.513, 74, 465.13 W, 2782 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:39.763, 74, 465.13 W, 2782 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:40.013, 74, 449.73 W, 2790 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:40.263, 74, 449.73 W, 2790 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:40.513, 74, 461.95 W, 2797 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:40.763, 74, 461.95 W, 2797 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 08:20:41.013, 74, 472.73 W, 2797 MHz, 13365 MHz, 16660 MiB, 95 %
2026/09/25 08:20:41.263, 74, 472.73 W, 2797 MHz, 13365 MHz, 17140 MiB, 95 %
2026/09/25 08:20:41.513, 74, 450.00 W, 2782 MHz, 13365 MHz, 17140 MiB, 99 %
2026/09/25 08:20:41.763, 74, 450.00 W, 2782 MHz, 13365 MHz, 17140 MiB, 99 %
2026/09/25 08:20:42.014, 74, 436.81 W, 2790 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:42.264, 74, 436.81 W, 2790 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:42.514, 75, 457.14 W, 2797 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:42.764, 75, 457.14 W, 2797 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:43.014, 75, 479.25 W, 2797 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:43.264, 75, 479.25 W, 2797 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:43.514, 74, 471.77 W, 2790 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:43.764, 74, 471.77 W, 2790 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:44.014, 74, 455.09 W, 2790 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 08:20:44.265, 74, 455.09 W, 2790 MHz, 13365 MHz, 17140 MiB, 100 %
