ab1 A 2.70 13:39:06
ab1 B 3.14 13:42:49
ab2 A 2.70 13:46:44
ab2 B 3.11 13:50:28
ab3 A 2.75 13:54:22
ab3 B 3.13 13:58:05
ab4 A 2.73 14:02:00
ab4 B 3.13 14:05:43
ab5 A 2.75 14:09:41
ab5 B 3.15 14:13:24
ba1 B 3.10 14:17:10
ba1 A 2.69 14:20:48
ba2 B 3.12 14:24:32
ba2 A 2.77 14:28:22
ba3 B 3.14 14:31:55
ba3 A 2.76 14:35:52
ba4 B 3.10 14:39:42
ba4 A 2.76 14:42:18
ba5 B 3.16 14:44:42
ba5 A 2.76 14:47:17
