0, NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition, 46449 MiB, 35, P1, 2175 MHz, 150.27 W
1, NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition, 56531 MiB, 36, P1, 2205 MHz, 162.90 W
