epoch_ms,temp_c,power_w,sm_mhz,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,cuda_pool_cached_bytes,active_sessions,prefix_cache_bytes,kv_vmm_mapped_bytes,kv_vmm_reserved_bytes,kv_vmm_owed_bytes,kv_vmm_graveyard_bytes,kv_vmm_grows_total,kv_vmm_mapper_grows_total,kv_vmm_grow_waits_total
1790372018327,66,77.38,1537,8716,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372018577,72,84.35,1672,8788,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372018827,72,82.99,1620,9820,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372019077,71,89.84,1612,9820,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372019327,69,91.42,1297,9852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372019577,72,94.22,892,9852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372019827,73,96.24,1492,9852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372020077,71,93.27,1582,9852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372020327,70,94.35,1312,9852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372020577,72,95.61,1005,9852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372020827,71,93.89,1485,9852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372021077,71,93.93,1627,9916,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372021327,71,92.65,1282,10044,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372021577,72,95.06,1140,10300,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372021827,72,95.62,1417,10428,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372022077,71,92.73,1485,10462,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372022327,69,94.32,1477,10462,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372022577,70,94.89,817,10462,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372022827,70,94.20,1260,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790372023077,70,93.54,1320,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790372023327,69,92.28,1050,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790372023577,70,94.11,877,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790372023827,70,94.99,1275,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790372024077,70,93.53,1275,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790372024327,69,93.87,1035,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790372024577,70,94.14,937,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
1790372024827,70,93.85,1267,10462,14179434496,10420404224,10502537216,82132992,8,603029504,150994944,226492416,75497472,0,36,36,0
