timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 05:28:59.164, 36, 14.97 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/25 05:28:59.419, 36, 16.40 W, 180 MHz, 405 MHz, 23 MiB, 0 %
2026/09/25 05:28:59.669, 36, 16.40 W, 180 MHz, 405 MHz, 1460 MiB, 0 %
2026/09/25 05:28:59.919, 38, 44.35 W, 2617 MHz, 13365 MHz, 2388 MiB, 12 %
2026/09/25 05:29:00.169, 38, 44.35 W, 2617 MHz, 13365 MHz, 3604 MiB, 12 %
2026/09/25 05:29:00.419, 38, 56.36 W, 2625 MHz, 13365 MHz, 4820 MiB, 12 %
2026/09/25 05:29:00.669, 38, 56.36 W, 2625 MHz, 13365 MHz, 6004 MiB, 12 %
2026/09/25 05:29:00.919, 38, 87.63 W, 2625 MHz, 13365 MHz, 7220 MiB, 13 %
2026/09/25 05:29:01.169, 38, 87.63 W, 2625 MHz, 13365 MHz, 8436 MiB, 13 %
2026/09/25 05:29:01.419, 38, 87.58 W, 2625 MHz, 13365 MHz, 9620 MiB, 13 %
2026/09/25 05:29:01.670, 38, 87.58 W, 2625 MHz, 13365 MHz, 10804 MiB, 13 %
2026/09/25 05:29:01.920, 38, 87.45 W, 2625 MHz, 13365 MHz, 12020 MiB, 12 %
2026/09/25 05:29:02.170, 38, 87.45 W, 2625 MHz, 13365 MHz, 13236 MiB, 12 %
2026/09/25 05:29:02.420, 38, 87.24 W, 2625 MHz, 13365 MHz, 14420 MiB, 12 %
2026/09/25 05:29:02.670, 38, 87.24 W, 2625 MHz, 13365 MHz, 14740 MiB, 12 %
2026/09/25 05:29:02.920, 38, 85.91 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:03.170, 38, 85.91 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:03.420, 38, 84.67 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:03.670, 38, 84.67 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:03.920, 38, 84.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:04.170, 38, 84.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:04.421, 38, 84.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:04.671, 38, 84.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:04.921, 38, 83.69 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 05:29:05.171, 38, 83.69 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
