timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 16:33:03.350, 29, 9.55 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/26 16:33:03.604, 29, 9.55 W, 180 MHz, 405 MHz, 38 MiB, 0 %
2026/09/26 16:33:03.854, 29, 9.55 W, 180 MHz, 405 MHz, 1460 MiB, 0 %
2026/09/26 16:33:04.104, 30, 29.30 W, 180 MHz, 405 MHz, 2484 MiB, 28 %
2026/09/26 16:33:04.354, 30, 29.30 W, 180 MHz, 405 MHz, 3540 MiB, 28 %
2026/09/26 16:33:04.604, 31, 43.43 W, 2625 MHz, 13365 MHz, 4660 MiB, 16 %
2026/09/26 16:33:04.854, 31, 43.43 W, 2625 MHz, 13365 MHz, 5780 MiB, 16 %
2026/09/26 16:33:05.104, 31, 80.23 W, 2625 MHz, 13365 MHz, 6868 MiB, 16 %
2026/09/26 16:33:05.354, 31, 80.23 W, 2625 MHz, 13365 MHz, 7924 MiB, 16 %
2026/09/26 16:33:05.604, 31, 79.91 W, 2625 MHz, 13365 MHz, 9076 MiB, 16 %
2026/09/26 16:33:05.855, 31, 79.91 W, 2625 MHz, 13365 MHz, 10132 MiB, 16 %
2026/09/26 16:33:06.105, 31, 79.70 W, 2625 MHz, 13365 MHz, 11188 MiB, 15 %
2026/09/26 16:33:06.355, 31, 79.70 W, 2625 MHz, 13365 MHz, 12308 MiB, 15 %
2026/09/26 16:33:06.605, 31, 79.43 W, 2625 MHz, 13365 MHz, 13364 MiB, 16 %
2026/09/26 16:33:06.855, 31, 79.43 W, 2625 MHz, 13365 MHz, 14420 MiB, 16 %
2026/09/26 16:33:07.105, 31, 79.58 W, 2625 MHz, 13365 MHz, 14740 MiB, 14 %
2026/09/26 16:33:07.355, 31, 79.58 W, 2625 MHz, 13365 MHz, 14740 MiB, 14 %
2026/09/26 16:33:07.605, 31, 78.64 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:33:07.855, 31, 78.64 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:33:08.105, 31, 77.58 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:33:08.355, 31, 77.58 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:33:08.605, 31, 77.58 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 16:33:08.856, 31, 77.58 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
