2026-08-08T10:18:40Z,0, 0 MiB, 31, 180 MHz, 35.08 W;1, 0 MiB, 31, 180 MHz, 33.70 W
2026-08-08T10:18:46Z,0, 6803 MiB, 39, 2317 MHz, 350.32 W;1, 0 MiB, 31, 180 MHz, 34.30 W
2026-08-08T10:18:49Z,0, 7027 MiB, 40, 2317 MHz, 351.04 W;1, 0 MiB, 31, 180 MHz, 34.54 W
2026-08-08T10:18:53Z,0, 7475 MiB, 44, 2347 MHz, 346.14 W;1, 0 MiB, 31, 180 MHz, 34.83 W
2026-08-08T10:19:04Z,0, 6579 MiB, 41, 2332 MHz, 359.75 W;1, 0 MiB, 31, 180 MHz, 33.84 W
2026-08-08T10:19:07Z,0, 6739 MiB, 44, 2400 MHz, 332.24 W;1, 0 MiB, 30, 180 MHz, 34.09 W
2026-08-08T10:19:09Z,0, 7091 MiB, 45, 2415 MHz, 325.02 W;1, 0 MiB, 30, 180 MHz, 34.29 W
2026-08-08T10:19:21Z,0, 6579 MiB, 44, 2415 MHz, 333.65 W;1, 0 MiB, 31, 180 MHz, 33.27 W
2026-08-08T10:19:23Z,0, 6739 MiB, 42, 2415 MHz, 312.18 W;1, 0 MiB, 31, 180 MHz, 33.57 W
2026-08-08T10:19:26Z,0, 7091 MiB, 44, 2415 MHz, 325.83 W;1, 0 MiB, 30, 180 MHz, 34.39 W
2026-08-08T10:19:36Z,0, 6803 MiB, 42, 2407 MHz, 322.89 W;1, 0 MiB, 30, 180 MHz, 35.88 W
2026-08-08T10:19:38Z,0, 7027 MiB, 45, 2407 MHz, 317.74 W;1, 0 MiB, 30, 180 MHz, 36.27 W
2026-08-08T10:19:43Z,0, 7475 MiB, 46, 2407 MHz, 312.88 W;1, 0 MiB, 30, 180 MHz, 36.31 W
2026-08-08T10:19:53Z,0, 6803 MiB, 45, 2407 MHz, 323.04 W;1, 0 MiB, 30, 180 MHz, 33.03 W
2026-08-08T10:19:55Z,0, 7027 MiB, 43, 2407 MHz, 309.25 W;1, 0 MiB, 30, 180 MHz, 33.26 W
2026-08-08T10:20:00Z,0, 7475 MiB, 46, 2407 MHz, 311.86 W;1, 0 MiB, 30, 180 MHz, 33.31 W
2026-08-08T10:20:11Z,0, 6579 MiB, 42, 2415 MHz, 331.13 W;1, 0 MiB, 30, 180 MHz, 34.36 W
2026-08-08T10:20:13Z,0, 6739 MiB, 44, 2422 MHz, 310.28 W;1, 0 MiB, 30, 180 MHz, 32.84 W
2026-08-08T10:20:16Z,0, 7091 MiB, 45, 2415 MHz, 324.36 W;1, 0 MiB, 30, 180 MHz, 33.74 W
2026-08-08T10:21:12Z,0, 46865 MiB, 41, 2332 MHz, 210.32 W;1, 56979 MiB, 42, 2250 MHz, 227.18 W
2026-08-08T10:21:35Z,0, 47025 MiB, 44, 2370 MHz, 208.34 W;1, 57139 MiB, 45, 2310 MHz, 225.50 W
2026-08-08T10:22:19Z,0, 47345 MiB, 46, 2370 MHz, 200.52 W;1, 57491 MiB, 45, 2407 MHz, 219.82 W
2026-08-08T10:23:14Z,0, 46801 MiB, 41, 2317 MHz, 202.31 W;1, 56915 MiB, 40, 2235 MHz, 211.32 W
2026-08-08T10:23:22Z,0, 46961 MiB, 41, 2325 MHz, 211.24 W;1, 57075 MiB, 43, 2235 MHz, 222.34 W
2026-08-08T10:23:35Z,0, 47281 MiB, 43, 2355 MHz, 214.30 W;1, 57427 MiB, 43, 2302 MHz, 220.26 W
2026-08-08T10:24:30Z,0, 46801 MiB, 40, 2317 MHz, 201.63 W;1, 56915 MiB, 40, 2235 MHz, 211.46 W
2026-08-08T10:24:38Z,0, 46961 MiB, 40, 2325 MHz, 214.30 W;1, 57075 MiB, 42, 2235 MHz, 221.76 W
2026-08-08T10:24:51Z,0, 47281 MiB, 44, 2355 MHz, 218.95 W;1, 57427 MiB, 42, 2302 MHz, 224.20 W
2026-08-08T10:25:52Z,0, 46865 MiB, 42, 2332 MHz, 210.04 W;1, 56979 MiB, 42, 2250 MHz, 230.97 W
2026-08-08T10:26:15Z,0, 47025 MiB, 43, 2347 MHz, 215.16 W;1, 57139 MiB, 45, 2340 MHz, 226.36 W
2026-08-08T10:26:59Z,0, 47345 MiB, 44, 2370 MHz, 202.03 W;1, 57491 MiB, 45, 2407 MHz, 215.46 W
2026-08-08T10:28:00Z,0, 46865 MiB, 41, 2332 MHz, 212.03 W;1, 56979 MiB, 43, 2250 MHz, 228.59 W
2026-08-08T10:28:23Z,0, 47025 MiB, 45, 2362 MHz, 209.26 W;1, 57139 MiB, 43, 2310 MHz, 226.60 W
2026-08-08T10:29:07Z,0, 47345 MiB, 45, 2362 MHz, 206.13 W;1, 57491 MiB, 45, 2407 MHz, 217.60 W
2026-08-08T10:30:02Z,0, 46801 MiB, 39, 2317 MHz, 202.22 W;1, 56915 MiB, 40, 2235 MHz, 211.73 W
2026-08-08T10:30:10Z,0, 46961 MiB, 43, 2325 MHz, 210.79 W;1, 57075 MiB, 42, 2235 MHz, 215.94 W
2026-08-08T10:30:23Z,0, 47281 MiB, 42, 2370 MHz, 217.77 W;1, 57427 MiB, 44, 2310 MHz, 224.41 W
2026-08-08T10:30:32Z,0, 0 MiB, 37, 180 MHz, 53.12 W;1, 0 MiB, 37, 180 MHz, 53.09 W
