name, memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], power.limit [W]
NVIDIA RTX PRO 6000 Blackwell Workstation Edition, 17 MiB, 97887 MiB, 76, 132.35 W, 600.00 W
