memra-engine	0.81.1
memra-gguf	0.81.1
memra-kv	0.81.1
memra-lanes	0.81.1
memra-runtime	0.81.1
memra-sampling	0.81.1
memra-server	0.81.1
memra-tokenizer	0.81.1
memra-validate	0.81.1
