GPU-99e056f4-15f9-000d-5b11-f56e19c2507a, 15511, /opt/memra-src/memra/target/release/memra-server, 37836 MiB
GPU-99e056f4-15f9-000d-5b11-f56e19c2507a, 17799, /scratch/restore-drill/bin/memra-server, 31562 MiB
